"","lyrics","title","artist","sentiment"
"39","गो्खाल क ो ह  
गो्ख े ा 
अैलग् स् क  ्  ा
ईिहास पल्ाइ हे  पु्खा  द 
जिेक  संसा  
अ क जस्ाइ दुख्ख  हाी 
ि्दय  हैउ हा पि 
वी वी वी गो्खाल वी वी वी गो्खाली 
पहाड क ो ह  
गो्ख े ा 
कह प कह घा 
ख सिस् हा् ा
अङाल् जा ी  सस्क  
्ब   आफ् प ा 
गौ पहाड ा 
देउस  भाईल ा 
ाट क ा द  ि 
वी वी वी गो्खाल वी वी वी गो्खाली 


गो्खाल क ो ह  
गो्ख े ा 
अैलग् स् क  ्  ा
ईिहास पल्ाइ हे  पु्खा  द 
जिेक  संसा  
अ क जस्ाइ दुख्ख  हाी 
ि्दय  हैउ हा पि 
वी वी वी गो्खाल वी वी वी गो्खाल","वीर गोर्खाली","Manipal Rai","देश्भक्ती"
"40","
(येशूक ा ढुकढु येशूक आँख बसिहे) २
प्ाणभ्दा प्  आफ् ग ेक साइो
ा य क्ूसक कह ेटिे

(ण्डल हा हौँ ख्ीष्ट येशूक दुलह हा हौँ ख्ीष्ट प्भु) २
स्ब्ध गहिि  ुट खिलिो
प्े क कह टुट 

(ए  ल है )२ भयौं भे फे आज  ल है
 येश हा् ाझ ...
(ए  ल है )२ गायौं गी प्ेक आज  ल है
दिलक ाजा येश ाजा ...

(शी हा  ख्ीष्ट येशू, शि हुुहु् वहाँ हा्ो) २
आपस गाँसि जीव िो
प्भाव क संसा ढा भो
(ह  ल है )२ …","Yeshuko Chhatima","Adrian Dewan","प्रेम"
"41","(लाइदि चोख पि )3
पा लाइदि चोख पि 
(लैजाउ घुा  ठेल बजा ट्उस चढाउद लाइदि चोख पि )2

(लैजा घुा ठाडौं सह लाग् ह ेइ  चोख पि)2
लैजाउ घुा  ठेल बजा ,ट्उस चढाउद लाइदि चोख पि।
पा लाइदि चोख पि(सा  िठ कुक पा खोइ क उखाी )2


(ि्खा लाग्य पसि ुट्  क बुझाि )2 
(ल्इदि िलक पा हजु ह ा हजु लाइदि चोख पि)2
लैजाउ घुा  ठेल बजा ट्उस चढाउद लाइदि चोख पि

( बेल पाक्य सिल दा भि क्् ..)2
( कलिल व ुख साय खाउ खाउ  ् भो..)2

(ल् टिपे ि्लाइ भिक अङ्गु ह भिक अङ्गु लाइदि चोख पि)2
लैजाउ घुा  ठेल बजा ट्उस चढाउद लाइदि चोख पि .. 
(ह पा लाइदि चोख पि )4
","THAMEL BAZAR","Joshi Mohan","प्रेम"
"42","ह बै...., ह बै............
दश धाा प ोए अाा-2
बाँच पठाउ्ला  स्बि खिचे.. 
कस् ख् भाबी,
क्लि ठैलाउ हजु-2
....................................
ह बै ......
बाबा ध् ख ोा भ्ला्-2
 जि्दै भ्-3

अा ध्लि ख ोा भ्लि् -2
जह खुल्य भ् -2 

दाज ध्  ख भा्इ भ्ला् -2
अंश बढ्य भ् -2

भाउज ध्लि ख देव भ्लि् -2
खस ट भ्-2

भाइ ध्ला ख दाज भ्ला् -2
घे प भ् -2

दिद ध्लि ख भा्इ भ्लि् -2
ाइ घट भ् -2

बै ध्लि ख दाज भ्लि् -2
चोल घट्य भ् -2

ोा ध्ला ख बाबा भ्ला् -2
टोप झिक भ् -2

ोी  ध्लि ख बाबा भ्लि -2
सु चुाक दा  -2



प्ि ध्लि ख स् भ्लि -2
 फूक्य भ् -2

 ध्ला ख लाहु भ्ला -2
ा  भ् -2

बटाैलीक बजाा, 
-पैसाक लाहा ै -2
शिक स् स्व्ग दा, 
घबस्ीला्इ थाहा ै  -2

शिसैट् गोली,
णा प े लाहुै ।

बाबा ू्  ब्षदि, अा जुग ि हजु ..।
बाबा ू्  ब्षदि, अा जुग ि हजु ..।﻿","Aama le sodhlin hai","Jhalakman Gandarba","दुःखी"
"43","(् कस ह हुदै )२
( ेक प्ह हुदै )२
भागे जाँ कु ठाँ जाँ
(ा् ् सह हुदै )२
् कस ह हुदै...

जीव  चल्दै 
(चल्दै ...)२
जीव  चल्दै 
ब् दिय बल्दै )२
(कस् खट ह य ि )२
कु िभ् कह ठह हुदै
जीव  चल्दै 
् कस ह हुदै
( ेक प्ह हुदै )२
(भागे जाँ कु ठाँ जाँ )२
(ा् ् सह हुदै )२
् कस ह हुदै...     ","Marne kasai lae rahar hudaina","प्रेम Pariyaar","दुःखी"
"44","य आँखा ि ्यौ
य  ि यौ )२
(ा प  गा्‍ )२
जीव ि यौ
(ि भ ा्ै
जि्दग जा  )२
(ब सास दि् धो )२
ि दि् थाह 
य आँखा ि ्यौ
य  ि यौ...

भाग्य   क ै
ि  य  ेो
ह हु् क हु् आफ्ा
(ि  ह  ेो )२
भि् ुट  
copyright:www.npsongs.com
् ब  शं
ा े 
(स् क आशां )२
य आँखा ि ्यौ
य  ि यौ...

ा ्द 
ाय प्स ेट्ु
टाढ   िी
(बास ब भेट्ु )२
ि  भय 
सजिल हु् ो
 ि दुखी
(ु्  ि् साटो )२
(य आँखा ि ्यौ
य  ि यौ...)२
(ा प  गा्‍ )२
जीव ि यौ
(ि भ ा्ै
जि्दग जा  )२
(ब सास दि् धो )२
ि दि् थाह 
य आँखा ि ्यौ
य  ि यौ...     ","Yi aankha ma timi chhau","प्रेम Pariyaar","प्रेम"
"45","(सु साइली, साइल पदेश  आउँला ।
सु साइली, साइल चालीस कटेस ाउँला ।।)२

सु साइली, साइल दिय ेल हुुु ,
स्झ कह ुु ।

सु साइली, साइल पदेश  आउँला ।
सु साइली, साइल चालीस कटेस ाउँला ।। 

(सु साइली, साइल िधा ा्ल बि ।
भावीक खेल पि ।)२

सु साइली, साइल कुल पा कलल, 
गाउँघक स्बि झलल ।

सु साइली, साइल पिढ जाँ घ, 
झ्द ह आँस ब ।

सु साइली, साइल पदेश  आउँला ।
सु साइली, साइल चालीस कटेस ाउँला ।।

चालीस कटेस ाउँला ।
चालीस कटेस ाउँला ।।","Saili","Hemant Rana","प्रेम"
"46"," ध्द आज ह आय 
 ध्द आज ह आय 
ध घ घ ह भ्ैस

 ध्द आज ह आय 
 ध्द आज ह आय 

संसा कु ा् आफ्  हु्थ्
एउटा चिठ्ठ ह  ाड ाख हु्थ्
संसा कु ा् आफ्  हु्थ्
एउटा चिठ्ठ ह  ाड ाख हु्थ्

दैल ु ह पस्य पसे
दैल ु ह पस्य पसे

ध घ.. घ ह भ्ैस
 ध्द आज ह आय 

बाड भ किह्ष  भि् साचेक ु
घबाहि आफ् ाउँ ख टाँसेक ु
बाड भ किह्ष  भि् साचेक ु
घबाहि आफ् ाउँ ख टाँसेक ु

 कु डुल् आखाँ प्य पे
 कु डुल् आखाँ प्य पे

ध घ.. घ ह भ्ैस
 ध्द आज ह आय 

 ध्द आज ह आय 
 ध्द आज ह आय 

 ध्द आज ह आय 
 ध्द आज ह आय 

ध घ.. घ ह भ्ैस
 ध्द आज ह आय ","मलाई सोध्दै","रविन शर्मा","दुःखी"
"47"," संसा जि् आँट ्द ु
ा् ि े  बसिदेउ

भबिष्य  गा गी  च्द ु
ा् ि सु ाल िदेउ
येह ह अ्थ च्ु
इिहास अ स

ि्  े कहाी
सध  

 हिड्दा हिड्द थाक्  कह कहिँ 
्येिबे े आड बिदेउ

जि्दग क ोड  च् स भे
ि् िठ विचा  देउ
येह ह अ्थ भ्ु

सप ठुल ै
बिल्ब ् पोस जि्दगीा

सुौल हा् भविष्य सा हु्
 ोशा 
 हपल ि् क्षा ् ु
ा् ि बल ब देउ

भबिष्य  गा गी  च्द ु
ा् ि सु ाल िलैदेउ
येह ह अ्थ च्ु
इिहास अ स

ि्  े कहाी
सध   

 संसा जि् आँट ्द ु
ा् ि े  बसिदेउ","म संसार जित्ने","सबिन राई","प्रेम"
"48","आओ द ह आओ...
 िदा ै, ल्ट फ्े्द ु ।
सुक दिला.. आग  जाओ..
आओ द ्.. आओ....

िास  , सुस्ा हाल्ु,
ह िास   सुस्ा हाल्ु
दुःख ह जीव, दुःख गाल्ु
आओ आँश ह आओ
आओ आँश .. आओ,
आँखा चि्क ै, जू ह्े्दैु ।
सुक दिला.. आग  जाओ..
आओ द ह आओ.…","आओ यादहरु","जगदीश समाल","दुःखी"
"49","सा  गहभि्, चाह  ोईदि्ु
सा  गहभि्, चाह  ोईदि्ु,
आँध  ाीभि् खोज  बल्भिईदि्ु...
सा  गहभि्....
﻿﻿ 
आशा हृदय इ,  बोक हिँडे
आशा हृदय इ,  बोक हिँडे
सु्पेक  िी,  आफ  भो,
अधक हाँस िचोी, ि दिईसु
आँध  ाीभि्, चाह  बल्भिइदि्ु
सा  गहभि्'।

लाग् हे्ा िो, -क पुग 
लाग् हे्ा िो, -क पुग 
ुट दि ि ह दिई  .
 भि् पसे हे,   खाली-खाल ु
आँध  ाीभि्, चाह  बल्भिइदि्ु
सा  गहभि्....।","सागर छ गहभित्र...","भक्तराज आचार्य","दुःखी"
"50","बल े ्य   ोड भ्दि ,
ा ्् थाहा  , ोड भ्दि 
बल े ्य   ोड भ्दि ,
ा ्् थाहा  , ोड भ्दि 
,....ह्ष  अ् िल् भ ि 
ह्ष  अ् िल् भ ि ..
ै ाा ड भ्दि ...
ै ाा ड भ्दि ...
.. ा ््ुुिी
... ा ््ुुी ।

 ा्   ि् ा ्े,
 ा्   ि् ा ्े,
ि् आफ् आफ्  ध् प्े
ि ह ज्घ ोड्े, क ्् ख िी...
ज्घक ाा ोड भ्दि 
प्ाईक प्यौ ्य ओड भ्दि 
...ह्ष  अ् िल् भ ि 
ै ाा ड भ्दि 
... ा ््ुुी ।

 सब सजिल   हु् हिँड्
 सब सजिल   हु् हिँड्
 प्ा एउटा, ्ा स् भि्
गाह् हु् हीँ साँच ा चि्
्ि् ा टुक्ा पा फोड भ्दि 
फल दि बृक्ष गोड भ्दि 
..ह्ष  अ् िल् भ ि 
ै ाा ड भ्दि 
.. ा ््ुुी

बल े ्य   ोड भ्दि 
ा ्् थाहा  , ोड भ्दि 
,....ह्ष  अ् िल् भ ि 
ह्ष  अ् िल् भ ि ...
ै ाा ड भ्दि ...
ै ाा ड भ्दि ...
.. ा ््ुुिी
... ा ््ुुी ।","बल गरेर त्यो मन यता.","स्वरुपराज आचार्य","प्रेम"
"51","े साधाक बदा ह गी
यि सा सू हु् ेा आफ् ी ।
ेा आफ् ी...
े साधाक बदा ह गी....
आोह-अवोह, ग य जीव﻿ ﻿ 
आोह-अवोह, ग य जीव
 य ्ु सुख सब लु
सुख सब लु....
े साधाक बदा ह गी

अलं ेा, सग टुक्ा
ग--प-ि-सा, ि-सा-ि-ध-प
ध-प--प--ग, -ग-े-ग-े-सा
ि-सा-ग--प, ि-सा-ग--प
अलं ेा, सग टुक्ा
अचल षडज पञ्च ै, सौभाग्य ेो
सौभाग्य ेो...
े साधाक बदा ह गी

अँध्ो-उज्लो, े भाव ्
अँध्ो-उज्लो, े भाव ्
हाँस  ोद, े गी गुञ्ज...
े गी गुञ्ज...
े साधाक बदा ह गी
यि सा सू हु् ेा आफ् ी ।
ेा आफ् ी...
े साधाक बदा ह गी…","मेरो साधनाको बरदान...","भक्तराज आचार्य","दुःखी"
"52","टा:
सप ओइ इ इ
सप ओइ इ इ
सप सप सप सप हाई
टी:
क ह  चि् आज े ठाउँा
पहिल चोट आय क भ्देउ े गाउँा
लोभि हे भि् भि् ग् अल्लाे
्य कलिल उेै…. चल्दै
्य कलिल उेै…. चल्दै
टा:
िक ा्  ि,    ि ?
िक ा्  ि,    सपा
 े च्च भो…ि े
 े च्च भो…ि े
ोड  अ , भ्  ह 
ा ि िठा सि 
ि सुटुक्कै, ि सुटुक्कै
टी:
सु्दि ह , भ्दि ह 
सुा अ , िठा िठा  
े , हु भुुक्कै
टा:
क  बुझ , ढुकढुक य सु 
क  बुझ , ढुकढुक य सु  ालु
जि्दगा ाइल ब्, ा बे 
जि्दगा ाइल ब्, ा बे 
टी:
 ब , जा ब 
 ी बाच् ् भ ज लाउँ ि
य े बैंस
टा:
ुपैक ा िी, ा क खा िी
साल ्य जी, भय  पा पाी
ा डुब् देउ, भ्दि 
टी:
 ्बक पाख ौ,   ट्क ड्ाइ
 ्बक पाख ौ,   ट्क ड्ाइभ अल्लाे
अचेल ठिटा, लाग्दै ह 
अचेल ठिटा, लाग्दै ह 
टा:
भि्भि् लोभि्ौ, बाहि आँख ्ौ
ह भि्भि् लोभि्ौ, बाहि आँख ् बस्ी
ढल  ब ि्ो, साँचे क ्ौ
टी:
्य कलिल उेै… चल्दै
टा:
 े च्च भो…ि े
टी:
्य कलिल उेै… चल्दै
	","मन मेरो चन्चले","Deepak Pathak || Laboni || Karishma Manandhar","प्रेम"
"53","टी:
क हु् ह , है  ?
टा:
ा हु् ह ड, है  ?
टी:
य  ्य  क खब, ै  ?
टा:
ा बग्द  ह, ै  ?
ा  चाह , दि घा पाए 
टा टी:
अज्ब लाउँ पिी…,अज्ब लाउँ पिी
टी:
लु खेल् , घा   ?
टा:
अ प हु् ा  दि
आफ् आश आफ् ध्ी, अ हा् आफ्  साँझ बिहा
टी:
ख   ख   खा्,  ख   खा्
 कुट कुट  े ?
क ि क िठो, ् कथा  ा ुटुक सु
टा:
घापा ा ु्  ?
टी:
.. ा क ंग धु हु्  ?
य  ्य क खब, ै  ?
टा:
ा बग्द  ह, ै  ?
ाा द डो्ए , द साग पाए 
टा टी:
अज्ब लाउँ पिी… , अज्ब लाउँ पिी","अजम्बरी लाउँला पिरती","Kali PraदुःखीBaskota","प्रेम"
"54","		
टी:
ह दाज सा ाडीा, ्   डिलक गाडीा
हिल लाग् ाइलक साडीा, हिल लाग् ाइलक साडीा
टा:
ह सा सा  ाडीा, घु् जा डिलक गाडीा
हिल लाग् ाइलक साडीा, हिल लाग् ाइलक साडीा
बाइस व्ष सक् फिल हुे, ैं क भेट दिल हुे
ह बाइस व्ष सक् फिल हुे, ैं क भेट दिल हुे
ट््ट स््ट ह चाहिे, सप सला खा
टाह झु ड्ि सव,  प भिाजुक सिंगल सालो
गो गो क खोज्ौ,  ह््डस लो
ह सा सा  ाडीा, घु् जा डिलक गाडीा
हिल लाग् ाइलक साडीा, हिल लाग् ाइलक साडीा
टी:
ह दाज सा ाडीा, ्   डिलक गाडीा
हिल लाग् ाइलक साडीा, हिल लाग् ाइलक साडीा
ट पट्टीएस् अेक गफ ्े, िस पुा प ोबाइल अफ ्े
ह ह ह ट पट्टीएस् अेक गफ ्े, िस पुा प ोबाइल अफ ्े
घ ा ा ि बाहि कृष्ण , फ ज  भ्  क् सस्ो
ड्ड क  प सिंगल ोी, पा गा्ह प् य ा् गोी
टा:
ह सा सा  ाडीा, घु् जा डिलक गाडीा
हिल लाग् ाइलक साडीा, हिल लाग् ाइलक साडीा
टी:
ह दाज सा ाडीा, ्   डिलक गाडीा
टा टी:
हिल लाग् ाइलक साडीा, हिल लाग् ाइलक साडीा
ह हिल लाग् ाइलक साडीा, हिल लाग् ाइलक साडीा","ए दाजु नसमाऊ","Almoda Rana Uprety || Sujata Verma || Deepak Raj Giri","हर्ष"
"55","गोदावी
गोदावी
गोदावी
गोदाव बैा, ाख  ैा (ाख  ैा)
गोदाव बैा, ाख  ैा (ाख  ैा)
आ ा  बसौं   
चोभाैक डाँडइा, ाख  खैा
चोभाैक डाँडइा, ाख  खैा
ल  ा प्ि साटौं 
ह आ ा प्ि साटौं   ","गोदावरी बनैमा","Janma Rai ft. STRUKPOP","प्रेम"
"56","ह ् ो ा ला बेस
ह ् ो ा ला बेस
आफ्  हुे, पाइ ुट्ट चल्े
झुट कस खा बेस,
्य झुट कस खा बेस
धे   ्ा ्ु, ँडााथ हिड् भें
पाइ पाइ उठ पि, हजा बा लड् भें
  जि्दग य व्य्थै
ह   जि्दग य व्य्थै
जला बेस, जला बेस
ह ् ो ा ला बेस
ह ् ो ा ला बेस
आफ्  हुे, पाइ ुट्ट चल्े
झुट कस खा बेस,
्य झुट कस खा बेस
अधु ब् प्े कहाी,   ा लाय भे
डाँड ट  प्दा, प प धाय भे
  बैस  व्य्थै,
ह   बैस  व्य्थै
फाक  बेस, फाक  बेस
ह ् ो ा ला बेस
ह ् ो ा ला बेस
आफ्  हुे, पाइ ुट्ट चल्े
झुट कस खा बेस,
्य झुट कस खा बेस
्य झुट कस खा बेस
्य झुट कस खा बेस","ए कान्छी","Rajesh Rai","हर्ष"
"57","टा:
ा बोक बोल ीठ्ठ भो
सूिल आजक जाद ुट्ट भो
व पीिक कथा ख् भो
आँखाक गहिाइ ा……
जू ाा साँचे य  ि् भो
जू ाा साँचे य  ि् भो
ध् आश भा य  ि् भो
जू ाा साँचे य  ि् भो
ओ….….….….….
….…….….
….…….….
….….….…
….….….….
….….….….
हे….हे….हे….हे….
हे….हे….हे….हे….
हे….हे….हे….हे….
….ओ….ओ….ओ….","जून तारा साँचेर","Hercules Basnet || Sugam Pokharel || Nikhita Thapa","प्रेम"
"58","ल्इदिउं िलही, ल्इदिउं बुलक इ इ इ इ….इ
ल्इदिउं िलही, ल्इदिउं बुलक इ
आगौक साल धपक्क पिी
ल्इदिउं िलही, ल्इदिउं बुलकी
आगौक साल धपक्क पिी
ल्इदिउं िलही, ल्इदिउं बुलक इ इ इ….इ
सिा ाइफलक सिाी, ाु  भ ाुी
ाच्      ाुी
 ुटु ि, सप ि्  सपी
आउ  झझ झझ झ् झ् सपी
जह  दोधाे, ी कह  ि
ल्उं िलही, ल्इदिउं बुलक इ इ इ इ….इ
लाइ ेइ ा लाइे, गाइ विह गाइे
ुट पलपल पलपल पल् पल् विह
बिहा साँझ  बिहाी, आइ झझल्क आइी
आँख झलझल झलझल झल् झल् गाउँघ
ह  चंगा , भेट जह  ि
ल्उं िलही, ल्इदिउं बुलक इ इ इ इ….इ","ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी ","Kali PraदुःखीBaskota","प्रेम"
"59","टा:
 ् गी गाउँु, ( ् गी गाउु)
 प्े गी बोस्, ( प्े गी बोस्)
टी:
ह ा ् डी, आफ् गी भोस्
टा:
 ् गी गाउँु,  प्े गी बोस
टी:
ह ा ् डी, आफ् गी भोस्
टा:
ा्ा ा्ा सप स् ्
टी:
िठा िठा विप स् ्
टा:
दु ुट  धड्क हु् हाँहाँ
टा टी:
ि े आँखा हे, ् पाउँ आफ् चि्
सजा सक्   िी, े य ुट भि्
ि े आँखा हे, ् पाउँ आफ् चि्
सजा सक्   िी, े य ुट भि्
टी:
ह ह ह ह ह ह 
टा:
आफ् भ्दा प् लाग्द  ि् जीव
टी:
आफ् वस  द ै  य 
टा:
ह 
आफ् भ्दा प् लाग्द  ि् जीव
टी:
आफ् वस  हुद ै  य 
टा:
डुल् ि् विपी
टी:
भुल् ि् विपी
टा टी:
स्झी ि घ घीीीी
ि े आँखा हे, ् पाउँ आफ् चि्
सजा सक्   िी, े य ुट भि्","म यस्तो गीत गाउँछु","","हर्ष"
"60"," दि् ुट दि्ु, फे्ुप् सास दि्ु
घट बढ इ ं, ा ास दि्ु
कस ह कस, कस ह कस
 दि् ुट दि्ु, फे्ुप् सास दि्ु
घट बढ इ ं, ा ास दि्ु
कस ह कस, कस ह कस
कस िी कह हु ै दू
ए े हजु, ए े हजु, ए े हजु, ए े हजु
 ् दुि ोस्, हा् क  ्
बुट्टा ् अेक अेक ोस, हा् क  ्
हु्  ् दुि ोस्, हा् क  ्
बुट्टा ् अेक अेक ोस, हा् क  ्
कस ह कस, कस ह कस
हे्द जाँदा दुिँ य बद जु
ए े हजु, ए े हजु, ए े हजु, ए े हजु
िीवि पुा हु्, स्य   टाढा हु्ु
ंग ् ि ै,   सादा सादा हु्ु
ि बि पुा हु्, स्य  टाढा हु्ु
ंग ् ि ै,   सादा सादा हु्ु
कस ह कस, कस ह कस
कस ह कस, कस ह कस
ि् ्दा पा  खुस पु
ए े हजु, ए े हजु, ए े हजु, ए े हजु
ए े हजु, ए े हजु, ए े हजु, ए े हजु
ए…………….े हजु","कसम हो कसम","Sugam Pokharel","प्रेम"
"61","टा:
टक्क
टक्क टाक टुकु टाक टुकु टाक टुकु टक्क
टाक टुकु टाक टुकु टाक टुकु टक्क
टाक टुकु टाक टुकु टाक टुकु टक्क
टाक टुकु टाक टुकु टाक टुकु टक्क
टी:
ुुुुुु ुुुुुुु
ि पाथ क दु पाथ द घट्ट पिे
ि पाथ क दु पाथ द घट्ट पिे
आईपुगें   हजु भेट् घ ध्दा िे
ा हा ुाल हल्लादै, ा हा ुाल हल्लादै
ा हा ुाल हल्लादै, ा हा ुाल हल्लादै
टा:
सि सिफुल िधा टिकी, क् ा् भाक ेउ (क् ा् भाक ेउ )
सि सिफुल िधा टिकी, क् ा् भाक ेउ
(क् ा् क् ा् क् ा् भाकीे)
  पिि पे  भेट ् आक े
ा हा ुाल हल्लादै, ा हा ुाल हल्लादै,
ा हा ुाल हल्लादै, ा हा ुाल हल्लादै,
टा टी:
टाक टुकु टाक टुकु टाक टुकु टक्क
टाक टुकु टाक टुकु टाक टुकु टक्क
टी:
 ो ा दौडिद आक हजुक स्ा
 ो लाट दौडिद आक हजुक स्ा
आँखा गाजल ला भुु, आँखा गाजल ला भुु,   हाा
ा हा ुाल हल्लादै, ा हा ुाल हल्लादै,
टा:
ल्पि क लाली,  प सुहा
ह ल्पि क लाली,  प सुहा
आज ह  जीव पै, आज ह  जीव पै, पि ुहा
टा टी:
ा हा ुाल हल्लादै, ा हा ुाल हल्लादै,
ा हा ुाल हल्लादै, ा हा ुाल हल्लादै,
टाक टुकु टाक टुकु टाक टुकु टक्क
	","टाकन टुकुन टाकन टुकुन","Rajan Raj Siwakoti || Mandabi Tripathi","प्रेम"
"62","टा: भ् आज   सु््य भ िी
  स् े हु््य भ िी
टी: ह्…. भ् आज   सु् भ िी
  स् े हु् भ िी
टा : जि्दगीक कु ोड ुुप्य भे
आफ् स्झ पेल ु््य भ िी
टा  टी: ह्…..आफ् स्झ पेल ु् भ िी
टा: भ् आज  
टी: ह्…..ह्…..ह्…..
टा: ि्   हाँस् सजिल हु् 
भविष्य स्झि बाँच् सजिल हु् 
टी: ह्……ि्   हाँस् सजिल हु् 
भविष्य स्झि बाँच् सजिल हु् 
टा: ेाह्ष  सब  ि् दि् े हु््य भ िी
 हा य पेल ु््य भ िी
टा  टी: ह्….ह्…. आफ् स्झ पेल ु् भ िी
टी: भ् आज  
टा: सु््य भ िी
टी: िी अ ै जीव ठुल 
ि  सब पुा दै ह अधूा
टा: िी अ ै जीव ठुल 
ि  सब पुा दै ह अधूा
टी: सु्पिदि् ि जि्दग  े हु् भ िी
 हा य पेल ु् भ िी
टा  टी: ह ह आफ् स्झ पेल ु् भ िी
टी: भ् आज   सु् भ िी
टा:   स् े हु््य भ िी","भन्छु आज मनका कुरा","","प्रेम"
"63","		
टा:
ा बोक बोल ीठ्ठ भो
सूिल आजक जाद ुट्ट भो
व पीिक कथा ख् भो
आँखाक गहिाइ ा……
जू ाा साँचे य  ि् भो
जू ाा साँचे य  ि् भो
ध् आश भा य  ि् भो
जू ाा साँचे य  ि् भो
ओ….….….….….
….…….….
….…….….
….….….…
….….….….
….….….….
हे….हे….हे….हे….
हे….हे….हे….हे….
हे….हे….हे….हे….
….ओ….ओ….ओ….
(Female voice in Background)
Falling in Love
Shining in Love
Love for you is forever
Falling in Love
Shining in Love
Love for you is forever
टी:
चाह ् ह की, ा ह य ेो
बहा ि ह की, भाव ह य ेो
टा:
य  ्य  ा गाँस् भो
भि् गहिाइ ा..…
देव देउा भा य  ि् भो
जू ाा साँचे य  ि् भो
ध् आश भा य  ि् भो
जू ाा साँचे य  ि् भो
(Feamle voice in Background)
Falling in Love
Shining in Love
Love for you is forever
Falling in Love
Shining in Love
Love for you is forever
टा:
ा बोक बोल ीठ्ठ भो
सूिल आजक जाद ुट्ट भो
व पीिक कथा ख् भो
आँखाक गहिाइ ा……
जू ाा साँचे य  ि् भो
जू ाा साँचे य  ि् भो
ध् आश भा य  ि् भो
जू ाा साँचे य  ि् भो
(Feamle voice in Background)
बिहा फूल हाँस्य ा च्द्ा
ज् लि आ हजू ंसि १५ ा
बिहा फूल हाँस्
(Male voice in Background)
Love for you is forever
(Feamle voice in Background)
ज् लि आ हजू
(Male voice in Background)
Love for you is forever
(Feamle voice in Background)
बिहा फूल हाँस्
(Male voice in Background)
Love for you is forever","जून तारा साँचेर","Hercules Basnet || Sugam Pokharel || Nikhita Thapa","प्रेम"
"64","टा:
कुट कुटु
टी:
सुपा दाा
टा:
कुट कुटु
कुट कुटु
टी:
सुपा दाा
टा:
कुट कुटु
कुट कुटु
टी:
सुपा दाा
टा:
कुट कुटु
कुट कुटु
टी:
सुपा दाा
टा:
कुट कुटु
टा टी:
कुट कुटु
सुपा दाा
कुट कुटु
कुट कुटु
सुपा दाा
कुट कुटु
टी:
हे्दा जीउ ज् खाइलाग्दो, जागि ्द बलि
इा्दा ट व दि  
हे्दा जीउ ज् खाइलाग्दो, जागि ्द बलि
इा्दा ट व दि  
खै चुोट खा् क दां ल 
दां ल  हजु  ल 
दिदिक ग भैसक्य े पाल 
दिदिक ग भैसक्य े पाल 
टा:
पाल हिउंद हि बिह ग भा’ै
क्क ठह ठेगा ह पा टूङ्ग ला’ै
पाल हिउंद हि बिह ग भा’ै
क्क ठह ठेगा ह पा टूङ्ग ला’ै
ी चट्ट कपाल लाल ैा
लाल  हजु लाल ैा
झ्प्प कद ोय फुलक बोटैा
ए झ्प्प कद ोय फुलक बोटैा
टा टी:
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
टी:
बि्क ला’क चि कस पस्य किलो
डाँडाबाीक सु् गुलिय  क आिलो
बि्क ला’क चि कस पस्य किलो
डाँडाबाीक सु् गुलिय  क आिलो
खै चुोट खा् क दां ल 
दां ल  हजु  ल 
दिदिक ग भैसक्य े पाल 
दिदिक ग भैसक्य े पाल 
टा:
ाजाक हा्  सि, स ो सु  ल्हासा
पढा खा ्बल ु, वैज्ञािक ब् ासा
ाजाक हा्  सि, स ो सु  ल्हासा
पढा खा ्बल ु, वैज्ञािक ब् ासा
ी चट्ट कपाल लाल ैा
लाल  हजु लाल ैा
झ्प्प कद ोय फुलक बोटैा
ए झ्प्प कद ोय फुलक बोटैा
टा टी:
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
टी:
बघििक ो कुखुाक भा
ठुल्ठु  े पट् आँट्य 
बघििक ो कुखुाक भा
ठुल्ठु  े पट् आँट्य 
खै चुोट खा् क दां ल 
दां ल  हजु  ल 
दिदिक ग भैसक्य े पाल 
दिदिक ग भैसक्य े पाल 
टा:
िेक   बाघै, स्ा ल ागै
ि  ै्य ििी, इल इ गै
िेक   बाघै, स्ा ल ागै
ि  ै्य ििी, इल इ गै
ी चट्ट कपाल लाल ैा
लाल  हजु लाल ैा
झ्प्प कद ोय फुलक बोटैा
ए झ्प्प कद ोय फुलक बोटैा
टा टी:
  े हजु,  झेला
  े हजु,  झेला
आज ौँ ाइलो, भोल  क ला
आज ौँ ाइलो, भोल  क ला
टा टी:
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु","कुटुमा कुटु","Rajan Raj Shiwakoti || Melina Rai || Rajan Ishan","हर्ष"
