x,text,artist,song,year,album
,"सुन हे गाँउले हो सुन सुन
पराई घरको कथा होईन यो
घर भित्रकै ब्यथा हाम्रै हो


सुन हे

हिमालको काखमा सुख शान्ती थियो
मर्यादाको मियो सल्केर बल्यो
सुनसान रातमा दनदनी आगो
मृत्युको लहर फैलिए जस्तो
गाँउ-बस्ती मा डर भो
(समयको झेल्ली खेलैले
देश दुख्यो गाँउ-ठाँउमा) २

कोशीस गर्ने दाजै दिदै हो
देश दुख्यो गाँउ-ठाँउमा
अईया...

लछारिनु-पर्ने पछारिनु-पर्ने
बिनाकारण सधै छोपी खानु पर्ने
नखाको बिख लागी नै रहने
हर पल हर साँझ मरिरहनु पर्ने
कुन दैबको स्राप लाज्ञो
अचम्मै भो हाम्रो घरैमा
सिस्नो उम्र्यो दैलो-दैलो मा
सिमानामा टक्क अडेर
छाती भरी देश बोकेर

सिमानामा टक्क अडेर
छाती भरी देश बोकेर
रोए है

पैतला देखी हत्केला सम्म
निधारको छाला फुटुन्जेलसम्म
चर्केर छाती उर्लियो ब्यथा
चुपचाप जंघार तर्निमा बेला
भक्कनो छाडी रुदै
(मुंग्लान पसे हाम्रै दाजु भाइ
पुर्वै जाने रेलै चढेर) २

मन बचनमा प्रीती साँचेर
बैर भाव साँच्चै त्यागेर
सोचे है

नभए देश कहाँ पाउँछ स्वर्ग
त्यो बिधी कुरा मन मै गुन
शान्ती भन्दा पर छैन अर्को बुद्ध
प्रेमले बेरे बैरी ले छुन्न
यसयमयसलिरिक्स-डट-कम
लौ बेलैमा होस पुर्याउ
(सुन्दर शान्त देश रचेर
पुर्खैको आशिस सम्झेर) २

सुन हे गाँउले हो सुन सुन
पराई घरको कथा होईन यो
घर भित्रकै ब्यथा हाम्रै हो
सुन हे

हिमालको काखमा सुख शान्ती थियो
मर्यादाको मियो सल्केर बल्यो
सुनसान रातमा दनदनी आगो
मृत्युको लहर फैलिए जस्तो
गाँउ-बस्ती मा डर भो
(समयको झेल्ली खेलैले
देश दुख्यो गाँउ-ठाँउमा) २

कोशीस गर्ने दाजै दिदै हो
देश दुख्यो गाँउ-ठाँउमा
अईया...

लछारिनु-पर्ने पछारिनु-पर्ने
बिनाकारण सधै छोपी खानु पर्ने
नखाको बिख लागी नै रहने
हर पल हर साँझ मरिरहनु पर्ने
कुन दैबको स्राप लाज्ञो
अचम्मै भो हाम्रो घरैमा
सिस्नो उम्र्यो दैलो-दैलो मा
सिमानामा टक्क अडेर
छाती भरी देश बोकेर

सिमानामा टक्क अडेर
छाती भरी देश बोकेर
रोए है

पैतला देखी हत्केला सम्म
निधारको छाला फुटुन्जेलसम्म
चर्केर छाती उर्लियो ब्यथा
चुपचाप जंघार तर्निमा बेला
भक्कनो छाडी रुदै
(मुंग्लान पसे हाम्रै दाजु भाइ
पुर्वै जाने रेलै चढेर) २

मन बचनमा प्रीती साँचेर
बैर भाव साँच्चै त्यागेर
सोचे है

नभए देश कहाँ पाउँछ स्वर्ग
त्यो बिधी कुरा मन मै गुन
शान्ती भन्दा पर छैन अर्को बुद्ध
प्रेमले बेरे बैरी ले छुन्न
यसयमयसलिरिक्स-डट-कम
लौ बेलैमा होस पुर्याउ
(सुन्दर शान्त देश रचेर
पुर्खैको आशिस सम्झेर) २",Nepathya,Simanama,2003,Nepathya
,"सम्साँझैमा काग कराईरह्यो
खै केको खबर ल्याउने हो
सम्साँझैमा काग कराईरह्यो


खै केको खबर ल्याउने हो
मुर्छना, मरेको गित सुन्दा सन्दै
म थाकि सकेँ
लौ के के यहाँ हुने हो
सम्साँझैमा काग कराईरह्यो
खै केको खबर ल्याउने हो
समयको क्रुर छाया यहाँ
हिमालमा परेजस्तो छ
दुनैको रगतमा त रोल्पाको घाउमा
सिरानीमा फुलै सिउरी निदाउन म सक्दिन
आदर्शको कुरा म केही पनि बुझ्दिन
छातछुल्ल पोखिएर दुख पिडा अंगाल्दै
आउ सँगै बसेर एकअर्कालाई बुझौ
यो रात छिचोल्ने एक मघुर गित गाउँ
सम्साँझैमा काग कराईरह्यो
खै केको खबर ल्याउने हो
नियतिका खेलहरु मै माथि झरेजस्तो छ
के भो यो जगतमा लौ बेला यो फगतमा
नियतिका खेलहरु मै माथि झरेजस्तो छ
के भो यो जगतमा लौ बेला यो फगतमा
सिरानीमा सुसेलेर सुस्ताउन म पाउदिन
संघर्षका कुरा म भेउ नै पाउदिन
जताजतै अल्झिएका विपना संगाल्दै
आउ संगै मिलेर नयाँ संसार बुनौ
यो विराम छोडौँ अमर हुने पि्रत लाउँ
सम्साँझैमा काग कराईरह्यो
खै केको खबर ल्याउने हो
सम्साँझैमा काग कराईरह्यो
खै केको खबर ल्याउने हो",Nepathya,Samsajhayima,2003,Nepathya
,"टाढा धेरै टाढा उडेका रंगीन चरा
धर्तिमा कहिले फिर्लान्
आकाशको कालो मैलो हटि


घाम जुन कहिले खुल्लान्
टाढा धेरै टाढा उडेका रंगीन चरा
धर्तिमा कहिले फिर्लान्

संघारमा कमजोर आमाको छाया
हुरी चलेको आवेगमा
संघारमा कमजोर आमाको छाया
हुरी चलेको आवेगमा
यस्तो लाग्छ यो घरसंसार
जलिरहेछ संवेगमा
आज हामी माझ बल्झेका पिर सारा
विलाई कहिले झर्लान्
ओठमा चन्द्र सुर्य चम्के सरी
मुस्कान कहिले भर्लान्
मुस्कान कहिले भर्लान्

यात्रामा बाटो पहिल्याउँदै यात्रि
एकदिन पुग्छन् मुलबाटोमा
यात्रामा बाटो पहिल्याउँदै यात्रि
एकदिन पुग्छन् मुलबाटोमा
घरलाई पिर्ने बाधा अड्चन
मन्छाई दिउँला दोबाटोमा
गाढा धेरै गाढा युगौँको भाइचारा
तोडेर तोडिन्न एकदम
पहाडमा मधेश धुन अनेक
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम",Nepathya,Rangin Chara,2003,Nepathya
,"आमा हुन
आमा हुन सह्रै असजिलो छ
पहाड जस्तो


उचाईमा पुगेर मैदान भईदिनु पर्ने
मैदानमा पुगेर उकालो भईदिनु पर्ने
हो...
उकालो भईदिनु पर्ने

आमा हुन...

सन्तानहरु कहाँ पुग्छन् खोलाहरु जस्तो-२
सपनाहरु कहाँ पुग्छन्
स्वच्छन्द चराहरु जस्तो
आमाहरु
पहाड छेउको चौतारी हुन अभिशप्त छन् -२
आमा हुन अफ्ठ्यारो छ
आमा हुन...
पहाड हुन जस्तै गह्रो छ
आमा हुन...

आमा हुन सह्रै असजिलो छ
पहाड जस्तो
उचाईमा पुगेर मैदान भ ईदिनु पर्ने
मैदानमा पुगेर उकालो भईदिनु पर्ने हो
उकालो भईदिनु पर्ने
आमा हुन
आमा हो...",Nepathya,Ghatana,2005,Ghatana
,"माथि उच्च आकाश उड्दा
सिमलको भुवा झै उड्यो मेरो मन
माथि उच्च आकाश उड्दा


सिमलको भुवा झै उड्यो मेरो मन
सात समुन्द्र तरेर आउदा
साथि मैले भेट्न सकिन
घरको कुरा भन्नै मैले पाइन
घरको कुरा भन्नै मैले पाइन
भित्रि कुरा खै कुन्नी के थियो
झिलिमिलि इर्ष्या जाग्दै आयो
धर्ति उहि हो आकाश पनि उहि हो
के विघ्न प्रगति हो यो
आँखै सिम पलायो हुने भए एकादेशको कथा टिपिलान्थे
मेरो देशमा जहाँ हिमाल हाँसेको छ
गुँरास फुल्ने पाखा छ रोधि बस्ने गाँउ छ
माया साट्ने मन छ
घरबाट आको म त खै के कुरा गरू
सुन्ने कोहि भए सञ्चार भन्थे
हा हा हा हा हा हा हा
हा हा हा हा हा हा हा
आमा बाबाले सम्चार सँगै आशिष पठा'छन्
प्रियसीले बिछोडको पीडा पठा'छिन्
जन्मभुमिले तिम्रो अभाव पठा'छन्
जन्मभुमिले तिम्रो अभाव पठा'छन्
दिन दशा बिग्रेको बेला धेरै कुरा बिग्रेका छन्
हा हा हा हा हा
भाइ भाइ लडेर विरता मरेको बेला
गाँउ शहरमा मन डढेको कुरा पोखु भन्थे
सुन्दिने कोहि भए त हो
सात समुन्द्र तरेर आउदा
साथि मैले भेट्न सकिन
घरको कुरा भन्नै मैले पाइन
घरको कुरा सुन्ने कोहि पाइन
घरको कुरा भन्नै मैले पाइन
घरको कुरा सुन्ने कोहि पाइन",Nepathya,Ghar ko kura,2005,Ghatana
,"(जून झै शितलु...
घाम झै पारिलो...)२
जहाँ जाउँ तिमी


दाहिने चन्द्रमा परोस्
शान्ति...
(दुबो जस्तै फैलिदैं जाउ
पाति जस्तै मल्किदैं जाउ)२
(बर-पिपल झैं मेरो
देउरालीमा छाउन आउ)२

दिन छदैं बादलुले
हिमाललाई छेके के भो
(आखिर भोली उजेली त
हुनु छदैं छ)२
मन बाझ्ने कुराहरु
आपसमा धेरै होलान्
आफ्नै सम्झि
बिर्सि दिनु चुपचाप
(आवाज छन्)६

(मिर्मिरेमा निस्के जस्तै
दिन भरी कर्म गर्दै
साँझ घर फिर्न पाउँ)२
(तिमी हामी मरेर गए नि)२
यो देश सधैं रहि रहोस्",Nepathya,जून झै ,2005,Ghatana
,,Nepathya,,2008,Resham
,"(आमा हुन)× 2 सार्है असजिलो छ
पाहाड जस्तो उचाइमा पुगेर मैदान भैदिनु पर्ने
मैदानमा पुगेर उकालो भैदिनु पर्ने


होओओओओ .उकालो भैदिनु पर्ने
आमा हुन हे.ए.
(सन्तानहरु कहाँ पुग्छन खोलाहरु जस्तो)×२
सपनाहरु कहाँ पुग्छन स्वछन्द जराहरु जस्तो
आमाहरु पहाड छेउको चौतारीहुन अभिसक्त छन
आमा हुन अप्ठ्यारो छ
आमा हुन पहाड हुन जस्तै गार्हो छ
Promoting Nepali Music
आमा हुन हे .ए।।।हो",,Ama,2010,mero Desh
,"(टाढा धेरै टाढा उडेका रंगीन चरा
धर्तिमा कहिले फिर्लान्
आकाशको कालो मैलो हटि


घाम जुन कहिले खुल्लान्) 2
घाम जुन कहिले खुल्लान्
(संघारमा कमजोर आमाको छाया
हुरी चलेको आवेगमा) 2
यस्तो लाग्छ यो घरसंसार
जलिरहेछ संवेगमा
आज हामी माझ बल्झेका पिर सारा
विलाई कहिले झर्लान्
ओठमा चन्द्र सुर्य चम्के सरी
(मुस्कान कहिले भर्लान्) 2
(यात्रामा बाटो पहिल्याउँदै यात्रि
एकदिन पुग्छन् मुलबाटोमा) 2
घरलाई पिर्ने बाधा अड्चन
मन्छाई दिउँला दोबाटोमा
गाढा धेरै गाढा युगौँको भाइचारा
तोडेर तोडिन्न एकदम
पहाडमा मधेश धुन अनेक
(नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम) 4",,Rangeen Chara,,
,"(मेरो हजुर यो माया तिमिलाइ नै भो
सम्हाली राख जोगाएर राख२) २
मेरो हजुर यो माया तिमिलाइ नै भो


(सुनसान रात कहाँ हो कता
तारा गन्दै तिमिलाइ खोजी बसे) २
बाहिर हिमाल हासी रहेको थियो
जुन लजाउदै थियो
तेति नै बेला सिरानी पल्टाएथे
हजुरलाइ सम्झेर,
(मै जसरी बिउझेउ कि तिमी पनि) २
(मेरो हजुर म त पागल प्रेमी, बेहोसी हु) २
(सम्हाल मलाइ, नत्र म बौलाउने छु)२
Promoting Nepali Music",,Mero Desh,,
,"रातो र चन्द्र सुर्य जङ्गी निशान हाम्रो
जिउंदो रगत सरी यो वल्दो यो शान हाम्रो
रातो र चन्द्र सुर्य



हिमाल झै अटल यो झुकेन यो कहिल्यै
लत्रेन यो कहिले जङ्गी निशान हाम्रो
यो जन्मदै जगतमा कयौ प्रहार आए
साम्राज्य दुई हारे हारेन यो शान हाम्रो
रातो र चन्द्र सुर्य जङ्गी निशान हाम्रो
जिउंदो रगत श्री यो वल्दो यो शान हाम्रो
रातो र चन्द्र सुर्य

जब सम्म चन्द्र र सुर्य आकाशमा रहन्छन
तब सम्म हुन्छ आफ्नै रातो रगत यो हाम्रो
गाई सारी छन साधु जो जो यहाँ जगतमा
सबको शरण बलियो जङ्गी निशान हाम्रो
रातो र चन्द्र सुर्य जङ्गी निशान हाम्रो
जिउंदो रगत सरी यो वल्दो यो शान हाम्रो
रातो र चन्द्र सुर्य",,Rato ra chandra surya,,
,"अग्लिने सुरमा हिमाल
गहिरिने तालमा नदी
अग्लिने सुरमा हिमाल


गहिरिने तालमा नदी
जन्मै देखिको लडाइँ यो
खै कहिले सकिने हो
कहिले सकिने हो
अग्लिने सुरमा हिमाल
गहिरिने तालमा नदी
पर्वतहरु फोरी भित्र
दुखेको दुखै
पर्वतहरु फोरी भित्र
दुखेको दुखै
हिम पहिरो छलेको छलै
छाँगो छाँगै छ-छल्क्यो पानी
नदी गहिरो बग्यो कता-कता
थाहा छैन छुट्ने कहाँ
एउटा जुनी धुँदा पनि
सेतै रहन्छ हिमाल
निलै निलो आकाश
निलै निलो आकाश
निलै निलो आकाश",,अग्लिने सुर,2016,Aina Jhyal
,"मेरो हजुर यो माया तिमीलाई नै हो
मेरो हजुर यो माया तिमीलाई नै हो
सम्हाली राख जोगाएर राख


सम्हाली राख जोगाएर राख
मेरो हजुर यो माया तिमीलाई नै हो
सुनसान रात कहाँ हो कता
तारा गन्दै तिमीलाई खोजी बसेँ
सुनसान रात कहाँ हो कता
तारा गन्दै तिमीलाई खोजी बसेँ
बाहिर हिमाल हाँसिरहेथ्यो
जून लजाउँदै थियो
त्यति नै बेला सिरानी पल्टाएथेँ
हजुरलाई सम्झेर
मै जसरी बिउँझ्यौ कि तिमी पनि
मै जसरी बिउँझ्यौ कि तिमी पनि
मेरो हजुर म त पागल प्रेमी बेहोसी हुँ
मेरो हजुर म त पागल प्रेमी बेहोसी हुँ
सम्हाल मलाई नत्र म बौलाउने छु
सम्हाल मलाई नत्र म बौलाउने छु",,Mero Hajur,,
,"मै मरि जाउँला जीवन छोटो छ
मै मरि जाउँला जीवन छोटो छ
हो लेखेको सम्झना चेथेर नफाल


सिरानमा फोटो छ सिरानमा फोटो छ
मै मरि जाउँला जीवन छोटो छ
मै मरि जाउँला जीवन छोटो छ
हो लेखेको सम्झना चेथेर नफाल
सिरानमा फोटो छ सिरानमा फोटो छ
सेतो कागतमा मनको रङ्गले
फूलबुट्टा भरि पठाछु
जतन गरी बाचेर मनले
जवाफ लेखी पठाउनु
हो जवाफ लेखी पठाउनु
मै मरि जाउँला जीवन छोटो छ
मै मरि जाउँला जीवन छोटो छ
हो लेखेको सम्झना चेथेर नफाल
सिरानमा फोटो छ सिरानमा फोटो छ
आकाशै ज्यानको त्यो खुर्पी जून
तुम्बाको लोँदुली छेकनी
भेटघाट सपनी जस्तो
यो मन के गरी बुझाउनी
हो यो मन के गरी बुझाउनी
मै मरि जाउँला जीवन छोटो छ
मै मरि जाउँला जीवन छोटो छ
हो लेखेको सम्झना चेथेर नफाल
सिरानमा फोटो छ सिरानमा फोटो छ
सिरानमा फोटो छ सिरानमा फोटो छ
सिरानमा फोटो छ सिरानमा फोटो छ",,Siran ma photo cha,,
,"पल्ला घरका वोइका चाँदिका कंगना
पल्ला घरका वोइका चाँदिका कंगना
पल्ला घरका वोइका चाँदिका कंगना


पल्ला घरका वोइका चाँदिका कंगना
हिमले ल्याउँछ हिमको खात नदीले बगर
बन डढेको सबले देख्छ मन डढेको कस्ले
हिमले ल्याउँछ हिमको खात नदीले बगर
बन डढेको सबले देख्छ मन डढेको कस्ले
शितैमा त फुलको हाँगो नओईलाउँदो रैछ
शितैमा त फुलको हाँगो नओईलाउँदो रैछ
त्यही खेर के पर्यो मलाई
आफ्नो भन्ने को छ र
पल्ला घरका वोइका चाँदिका कंगना
पल्ला घरका वोइका चाँदिका कंगना
पल्ला घरका वोइका चाँदिका कंगना
पल्ला घरका वोइका चाँदिका कंगना
बुढी भए बौसी भन्छन गरीब भए चोर
दुनियाको चाल-चलन भनी साध्य छ र
बुढी भए बौसी भन्छन गरीब भए चोर
दुनियाको चाल-चलन भनी साध्य छ र
खान भए सबैजना आउँछन अघी पछी
खान भए सबैजना आउँछन अघी पछी
आखिरमा कोही हुन्न नि है आफ्नै काल-गती
पल्ला घरका वोइका चाँदिका कंगना
पल्ला घरका वोइका चाँदिका कंगना
पल्ला घरका वोइका चाँदिका कंगना
पल्ला घरका वोइका चाँदिका कंगना",,Palla ghar ko,,
,"तिमी पनि नेपाली म पनि नेपाली
तिमी पनि नेपाली म पनि नेपाली
हामी नेपाली हामी नेपाली


हामी नेपाली हामी नेपाली
तिमी पनि नेपाली म पनि नेपाली
तिमी पनि नेपाली म पनि नेपाली
हामी नेपाली हामी नेपाली
हामी नेपाली हामी नेपाली
विगतबाट सिक्ने हो बोकी हिँड्ने हैन
हैन हैन हैन
विगतबाट सिक्ने हो बोकी हिँड्ने हैन
अल्झी बसे एकै ठाउँ शिखर देखिँदैन
उहिलेको पीडा भुल्न सकौँ
मनको मैलो धुन सकौँ
धुन सकौँ धुन सकौँ हे .
अनि पो नेपाली हामी नेपाली
हामी नेपाली हामी नेपाली
तिमी पनि नेपाली म पनि नेपाली
तिमी पनि नेपाली म पनि नेपाली
हामी नेपाली हामी नेपाली
हामी नेपाली हामी नेपाली
हिमाल पहाड तराईमा सीमा कतै छैन
छैन छैन छैन
हिमाल पहाड तराईमा सीमा कतै छैन
मनको सीमा गहिरिए कहिले मेटीँदैन
माफी हामी गर्न सकौँ सदभाव छर्न सकौँ
छर्न सकौँ छर्न सकौँ हे...
अनि पो नेपाली हामी नेपाली
हामी नेपाली हामी नेपाली
तिमी पनि नेपाली म पनि नेपाली
तिमी पनि नेपाली म पनि नेपाली
हामी नेपाली हामी नेपाली
हामी नेपाली हामी नेपाली
हामी नेपाली हामी नेपाली
हामी नेपाली हामी नेपाली",,Himali Nepali,2017,Hami Nepali
