X,words,sentiments,word,sentiment
914,रंगमा,,color,NA
915,समाउन,,to hold,NA
916,नसोध,दुखी,pentagon,दुखी
917,बरदान,,gifts,NA
918,श्राप,दुखी,curse,रिस
918,श्राप,दुखी,curse,घृणा
918,श्राप,दुखी,curse,डर
918,श्राप,दुखी,curse,नकारात्मक
918,श्राप,दुखी,curse,दुखी 
919,पराएँ,,i chose,NA
920,तिमीसँग,,you have,NA
921,लिनुपनि,,linupani,NA
922,दिनुपनि,,dinupani,NA
923,हिसाब,,calculation,आशा
924,किताबमा,,the book,NA
925,सच्याउनु,,straight,NA
926,भुलेर,दुखी,absentmindedly,दुखी
927,बेहिसाब,,incalculable,नकारात्मक
928,माफ,,sorry,NA
929,गरिदेउ,,kurama,NA
930,लोभी,,greedy,घृणा
930,लोभी,,greedy,नकारात्मक
931,कहीं,,somewhere,NA
932,कसैमा,,commit,NA
933,डुबेछ,,dubecha,NA
934,भने,,if,NA
935,खोजीरहेछु,,khojirahechu,NA
936,हरेक,,everyone,NA
937,चेहेरामा,,their faces;,NA
938,सपनाकि,,sapanaki,प्रेम
939,प्रियसी,प्रेम,valentine,प्रेम
940,उ,,a,NA
941,आँउछे,,amuche,NA
942,निदाएको,,asleep,NA
943,बेला,,time,आशा
944,अनि,,and,NA
945,बस्छे,,sits,NA
946,साट्छे,,satche,प्रेम
,पिरहरुसित,,,आशा
947,पिरहरुसित,दुखी,piraharusita,दुखी
948,उसका,,his,NA
949,भावना,,sense,सकारात्मक
950,प्रेमको,,प्रेम,खुशी
,प्रेमको,,,प्रेम
950,प्रेमको,,प्रेम,सकारात्मक
951,कही,,somewhere,NA
952,कसैलाई,,anyone,NA
953,बिझेछ,दुखी,aback,दुखी
954,उसको,,her,NA
955,ओठ,,lips,NA
956,रोदीघर,,rodighara,NA
957,बर्षा,,rain,प्रेम
958,सुस्केरा,,sigh,NA
959,शिशीर,,sisira,दुखी
960,मधुमास,,spring,खुशी
961,मृगतृष्णा,,mirage,NA
962,देखेछु,,dekhechu,NA
963,सपनाकी,,sapanaki,NA
964,मेरै,,my,NA
965,प्रतिविम्व,,reflection,NA
966,हैन,,not,NA
967,टूटी,,broken,रिस
967,टूटी,,broken,डर
967,टूटी,,broken,नकारात्मक
967,टूटी,,broken,दुखी 
968,अमर,,immortal,सकारात्मक
969,दुइ,,two,NA
970,दिनको,,day,NA
971,पाहुना,,guest,NA
972,गुनगुनाउछु,,gunagunauchu,NA
973,पाउँछु,,by virtue of,NA
974,बाँड्न,,share,आशा
974,बाँड्न,,share,खुशी
974,बाँड्न,,share,सकारात्मक
974,बाँड्न,,share,विश्वास
975,सुनाउछु,,sunauchu,NA
976,ल्याउछु,,lyauchu,NA
977,सागरबाट,,sea,सकारात्मक
978,अन्जुलिमा,,anjulima,NA
979,बुन्दले,,bundale,NA
980,प्यास,,thirst,आशा
980,प्यास,,thirst,दुखी 
980,प्यास,,thirst,आश्चर्य
981,मेट्न,,delete,NA
982,खोज्छु,,i try to,सकारात्मक
983,रिझाउने,,appeasement,NA
984,रीत,,reet,NA
985,नसुन्दैमा,,nasundaima,NA
986,मर्ने,दुखी,die,डर
986,मर्ने,दुखी,die,नकारात्मक
986,मर्ने,दुखी,die,दुखी 
987,चोरि,,one stolen,NA
988,ल्याएँ,,egypt,NA
989,निलो,,blue,दुखी 
990,गहिराइबाट,,the depths,NA
991,सुनी,,heard,NA
992,हेरे,,looked,NA
993,सबमा,,the same,NA
994,गीतको,,song,NA
995,मुहान,,source,NA
996,जिउंदोलाई,,aboriginal,NA
997,सास,,mother,आशा
997,सास,,mother,खुशी
997,सास,,mother,नकारात्मक
997,सास,,mother,सकारात्मक
997,सास,,mother,दुखी 
997,सास,,mother,विश्वास
998,फेर्न,,change,डर
999,जहितहि,,jahitahi,NA
1000,हावा,,wind,दुखीness
1001,अधिकार,,right,सकारात्मक
,अधिकार,,,देश्भक्ती
1002,हुं,,hi,NA
1003,प्रियसीका,,valentine,प्रेम
1004,यादहरु,,yadaharu,दुखीness
,यादहरु,,,प्रेम
,यादहरु,,,खुशी
1005,कोरिएको,,scratchy,दुखीness
,कोरिएको,,,प्रेम
1006,एकान्तमा,,privately,दुखीness
,एकान्तमा,,,प्रेम
,एकान्तमा,,,डर
1007,फुकाएर,,loose,NA
1008,पिरतीका,,romance,आशा
1008,पिरतीका,,romance,डर
1008,पिरतीका,,romance,खुशी
1008,पिरतीका,,romance,सकारात्मक
1008,पिरतीका,,romance,दुखी 
1008,पिरतीका,,romance,विश्वास
,पिरतीका,,,प्रेम
1009,घातहरु,,keystrokes,NA
1010,भरिएको,,full,सकारात्मक
1011,रसिएका,,rasieka,NA
1012,आँखालाई,,the eye,प्रेम
,आँखालाई,,,आश्चर्य
,आँखालाई,,,खुशी
,आँखालाई,,,दुखीness
,आँखालाई,,,डर
,आँखालाई,,,रिस
1013,सुकाएर,,dried,नकारात्मक
1014,जताततै,,everywhere,NA
1015,अंगालेको,,considers,प्रेम
,अंगालेको,,,दुखीness
,अंगालेको,,,खुशी
1016,चारैतिर,,round,NA
1017,भंगालेको,,bhangaleko,NA
1018,व्यथा,,soreness,घृणा
1018,व्यथा,,soreness,नकारात्मक
1018,व्यथा,,soreness,दुखी 
1019,पाइला,,step,सकारात्मक
1020,संगालेको,,bundled,सकारात्मक
1021,जेथा,,asset,NA
1022,सम्झनाका,,the memorial,दुखीness
,सम्झनाका,,,खुशी
1023,छाँयाहरु,,chamyaharu,NA
1024,धुंवा,,smoke,NA
1025,तिर्खाएको,,thirsty,नकारात्मक
1026,नमेटिने,,imprinted,NA
1027,कुंवा,,bachelor,डर
1028,वास,,habitat,सकारात्मक
1029,खोज्दै,,searching,विश्वास
1030,उडी,,flying,डर
1030,उडी,,flying,सकारात्मक
1031,हिड्ने,,walking,NA
1032,भुवा,,fur,NA
1033,सधैँ,,always,विश्वास
1034,हाँसे,,howl,खुशी
1034,हाँसे,,howl,सकारात्मक
1035,रुवाई,,ruvai,दुखीness
1036,खुसी,,खुशी,आशा
1036,खुसी,,खुशी,खुशी
1036,खुसी,,खुशी,सकारात्मक
1036,खुसी,,खुशी,विश्वास
1037,तयार,,ready,आशा
1039,पिरहरू,,piraharu,दुखीness
1040,ती,,the,NA
1041,मेटिएला,,perish,डर
1041,मेटिएला,,perish,नकारात्मक
1041,मेटिएला,,perish,दुखीness
1042,जुनीभरको,,junibharako,विश्वास
,जुनीभरको,,,सकारात्मक
1045,पाउने,,will,सकारात्मक
1047,बाँचुन्जेल,,as long as,सकारात्मक
1048,घात,,ambush,रिस
1048,घात,,ambush,डर
1048,घात,,ambush,नकारात्मक
1048,घात,,ambush,आश्चर्य
1050,हाँसिदेऊ,,hamsideu,NA
1051,आँट,,courage,सकारात्मक
1052,छोड्ने,,leave,नकारात्मक
1052,छोड्ने,,leave,दुखी 
1052,छोड्ने,,leave,आश्चर्य
1053,हक,,right,सकारात्मक
1054,टिठ्याउने,,captors,NA
1055,मृत्युसम्म,,death,रिस
1055,मृत्युसम्म,,death,आशा
1055,मृत्युसम्म,,death,घृणा
1055,मृत्युसम्म,,death,डर
1055,मृत्युसम्म,,death,नकारात्मक
1055,मृत्युसम्म,,death,दुखी 
1055,मृत्युसम्म,,death,आश्चर्य
1056,गलहत्त्याउने,,galahattyaune,NA
1057,बाँचिदेउ,,bamcideu,सकारात्मक
1058,अरु,,more,NA
1059,धेर,,definitely,NA
1060,चाहिँदैन,,not need,NA
1061,यति,,so,NA
1062,दिउला,,diula,सकारात्मक
1063,तिमीलाइ,,you navigate,NA
1064,बिर्सने,,forgetful,दुखीness
,बिर्सने,,,नकारात्मक
,बिर्सने,,,घृणा
1065,छ्न,,locked in,NA
1066,साराले,,sarah,सकारात्मक
1067,प्रेमका,,प्रेम,खुशी
1067,प्रेमका,,प्रेम,सकारात्मक
1068,सबॆ,,sabe,सकारात्मक
1069,क्षनहरु,,ksanaharu,खुशी
,क्षनहरु,,,दुखीness
,क्षनहरु,,,रिस
,क्षनहरु,,,घृणा
,क्षनहरु,,,प्रेम
1070,खुशि,,birmingham,खुशी
,खुशि,,,प्रेम
,खुशि,,,सकारात्मक
1072,बस्नु,,stay,NA
1073,निदाउनु,,slumber,NA
1074,सुस्तरी,,gentle,सकारात्मक
,सुस्तरी,,,दुखीness
1075,चिहाउनु,,cihaunu,NA
1076,सधॆ,,दुखीhe,NA
1077,आउनु,,come,सकारात्मक
1078,गाउँछ,,sings,सकारात्मक
,गाउँछ,,,खुशी
1079,ज्योतिको,,light,सकारात्मक
,ज्योतिको,,,प्रेम
1080,पंख,,feather,विश्वास
1081,उचाली,,lifted,सकारात्मक
1082,जय,,victory,आशा
1082,जय,,victory,खुशी
1082,जय,,victory,सकारात्मक
1082,जय,,victory,विश्वास
,जय,,,देश्भक्ती
1083,नेपाल,,nepal,देश्भक्ती
1084,शान्त,,quiet,सकारात्मक
1084,शान्त,,quiet,दुखीness
,शान्त,,,देश्भक्ती
1085,गण्डकी,,gandaki,देश्भक्ती
1086,कोसी,,kosi,देश्भक्ती
1087,कर्णाली,,karnali,देश्भक्ती
1088,मेची,,mechi,देश्भक्ती
1089,महाकाली,,mahakali,देश्भक्ती
1090,लेक,,lake,देश्भक्ती
1091,बिउझाउँछन,,biujhaumchana,नकारात्मक
1092,लहर,,wave,
1093,लाखौँ,,millions,सकारात्मक
1094,हिमालचुली,,himalchuli,देश्भक्ती
1095,बोलाउँछ,,calls,आशा
1095,बोलाउँछ,,calls,नकारात्मक
1095,बोलाउँछ,,calls,विश्वास
1096,झुल्का,,jhulka,NA
1097,निकाली,,removed,नकारात्मक
1098,सगरमाथा,,everest,देश्भक्ती
1099,शिखरमा,,height,देश्भक्ती
,शिखरमा,,,सकारात्मक
1100,पुग्दछ,,reaches,NA
1101,पहिले,,first,सकारात्मक
1102,सीताले,,sita,देश्भक्ती
1103,भिजाइन,,bhijaina,NA
1104,दक्षिण,,south,देश्भक्ती
1105,लंका,,ceylon,देश्भक्ती
1106,भारत,,india,देश्भक्ती
1107,भृकुटी,,eyebrow,देश्भक्ती
1108,तारा,,star,आशा
1108,तारा,,star,खुशी
1108,तारा,,star,सकारात्मक
1108,तारा,,star,विश्वास
1109,उदाइन,,mccomb,NA
1110,उत्तर,,north,देश्भक्ती
1111,चीन,,china,देश्भक्ती
1112,तिब्बत,,tibet,देश्भक्ती
1113,बुद्धले,,buddha,देश्भक्ती
1114,यहीँ,,here,NA
1115,पाएथे,,paethe,NA
1116,ज्ञानको,,wisdom,सकारात्मक
1116,ज्ञानको,,wisdom,विश्वास
1117,शिवले,,shiva,देश्भक्ती
,शिवले,,,सकारात्मक
1118,ल्याएथे,,lyaethe,NA
1119,सृस्टीको,,srstiko,देश्भक्ती
1120,बिहान,,in the morning,सकारात्मक
,बिहान,,,खुशी
1121,पश्चिम,,west,देश्भक्ती
1122,किल्ला,,fortress,डर
1122,किल्ला,,fortress,सकारात्मक
1122,किल्ला,,fortress,दुखी 
1122,किल्ला,,fortress,विश्वास
,किल्ला,,,देश्भक्ती
1123,काँगडा,,kangra,देश्भक्ती
1124,पूर्वमा,,east,देश्भक्ती
1125,टिस्टा,,tista,देश्भक्ती
1126,पुगेथ्यौँ,,pugethyaum,NA
1127,कुन,,what,NA
1128,शक्तिको,,power,सकारात्मक
,शक्तिको,,,देश्भक्ती
1129,सामुमा,,"meantime,",NA
1130,झुकेथ्यौँ,,jhukethyaum,दुखीness
,झुकेथ्यौँ,,,डर
1131,हामीले,,we have,NA
1132,उठायौँ,,haibung,NA
1133,एसियाको,,asia,देश्भक्ती
1134,माझमा,,among,NA
1135,सभ्यता,,civilization,सकारात्मक
1135,सभ्यता,,civilization,विश्वास
,सभ्यता,,,देश्भक्ती
1136,बसेथ्यो,,basethyo,NA
1137,साँझमा,,evening,प्रेम
,साँझमा,,,दुखीness 
1138,यही,,this,NA
1139,माटोमा,,soil,घृणा
1139,माटोमा,,soil,नकारात्मक
,माटोमा,,,देश्भक्ती
1140,रोपेर,,plant,NA
1141,पहाडी,,mountain,आशा
,पहाडी,,,देश्भक्ती
1142,शिलामा,,stone mentions,देश्भक्ती
1143,प्रीतको,,preet,प्रेम
,प्रीतको,,,खुशी
1144,खोपेर,,graven,नकारात्मक
1145,बाँचौला,,may live,NA
1146,नेपालमा,,nepal,देश्भक्ती
1147,ध्वोजा,,dhvoja,देश्भक्ती
1148,नाँचौला,,namcaula,NA
1149,हिमालमा,,mountains,देश्भक्ती
1150,वैंश,,vainsa,प्रेम
1151,छदा,,distraught,नकारात्मक
1151,छदा,,distraught,दुखी 
1152,सङ,,seung,NA
1153,लाईन्छ,,laincha,NA
1154,खाईन्छ,,khaincha,NA
1155,दिल,,heart,प्रेम
,दिल,,,खुशी
1156,तोडिन्छ,,erodes,दुखीness
,तोडिन्छ,,,विश्वास
,तोडिन्छ,,,नकारात्मक
1157,अंत,,end,नकारात्मक
1158,लगन,,devotion,विश्वास
,लगन,,,सकारात्मक
1159,जोडिन्छ,,is charged,सकारात्मक
1160,प्रीती,,preethi,प्रेम
,प्रीती,,,खुशी
1161,लाउने,,dressing,NA
1162,रिती,,rituals,
1163,लाउनु,,wear,नकारात्मक
1163,लाउनु,,wear,विश्वास
1164,सस्तो,,cheap,नकारात्मक
1166,मिलन,,union,सकारात्मक
,मिलन,,,खुशी
,मिलन,,,प्रेम
1168,बिछोड,,separation,दुखीness
,,,,डर 
1169,हाँस्छ,,laughs,खुशी
,हाँस्छ,,,सकारात्मक
1170,रुन्छ,,weep,नकारात्मक
1170,रुन्छ,,weep,दुखी 
1171,जुडछ,,judacha,खुशी
,जुडछ,,,सकारात्मक
1172,मिली,,found,खुशी
1172,मिली,,found,सकारात्मक
1172,मिली,,found,विश्वास
1173,बाडछ,,badacha,खुशी
,बाडछ,,,सकारात्मक
1174,जिवनसाथी,,jivanasathi,प्रेम
,,,,खुशी
,,,,डर 
,,,,दुखीness
,,,,विश्वास 
1177,गाह्रो,,difficult,डर
1179,गुराँसै,,guramsai,देश्भक्ती
1180,फुल्यो,,blossom,खुशी
1180,फुल्यो,,blossom,सकारात्मक
1183,रोग,,disease,रिस
1183,रोग,,disease,घृणा
1183,रोग,,disease,डर
1183,रोग,,disease,नकारात्मक
1183,रोग,,disease,दुखीness
1185,रुदा,,ruda,दुखीness
,,,,प्रेम
1187,फुलेछ,,phulecha,सकारात्मक
1189,उनेर,,adorned with,NA
1190,साथी,,friend,खुशी
1190,साथी,,friend,सकारात्मक
1190,साथी,,friend,विश्वास
1193,जिस्काउन,,teasing,रिस
1193,जिस्काउन,,teasing,डर
1193,जिस्काउन,,teasing,नकारात्मक
1194,छाडीदेउ,,chadideu,नकारात्मक
,छाडीदेउ,,,दुखीness
1195,गहराई,,depth,सकारात्मक
1195,गहराई,,depth,विश्वास
1197,रहन्छ,,stays,सकारात्मक
1198,झझल्को,,clause,दुखीness
,झझल्को,,,खुशी
1200,उज्यालो,,light,खुशी
,उज्यालो,,,सकारात्मक
1202,भये,,bhaye,डर
1203,राखिदेउ,,rakhideu,NA
1205,पोखाउछु,,pokhauchu,NA
1206,बीच,,beach,खुशी
1207,दुरी,,distance,दुखीness
1208,मायाले,,प्रेम,खुशी
1208,मायाले,,प्रेम,सकारात्मक
1210,भुल्न,,misery,रिस
1210,भुल्न,,misery,घृणा
1210,भुल्न,,misery,डर
1210,भुल्न,,misery,नकारात्मक
1210,भुल्न,,misery,दुखीness 
1211,याद,,remember,दुखीness
,याद,,,खुशी
1213,पहाड,,mountain,आशा
,पहाड,,,देश्भक्ती
1214,भन्ज्याङ्गले,,bhanjyangale,देश्भक्ती
1216,डाँडाकाँडा,,mountains,देश्भक्ती
1218,भिर,,gird,नकारात्मक
1219,चाँप,,pinch,नकारात्मक
1220,चमेली,,jasmine,खुशी
1221,फुल्छ,,grow,आशा
1221,फुल्छ,,grow,खुशी
1221,फुल्छ,,grow,सकारात्मक
1221,फुल्छ,,grow,विश्वास
1223,झरनाको,,brook,
1224,सुसेली,,whistling,खुशी
1225,झलझली,,vividly,दुखीness
,झलझली,,,प्रेम
1226,शिर,,head,प्रेम
1228,उभिएको,,standing,सकारात्मक
1229,करौडौँ,,millions,देश्भक्ती
1230,मुटुमाझ,,mutumajha,देश्भक्ती
1231,सजिएको,,blossoming,प्रेम
1232,विर,,senior,देश्भक्ती
1233,माहात्मा,,mahatma,देश्भक्ती
1234,बुद्ध,,buddha,देश्भक्ती
1235,जन्मिएको,,birth,आशा
1235,जन्मिएको,,birth,डर
1235,जन्मिएको,,birth,खुशी
1235,जन्मिएको,,birth,सकारात्मक
,जन्मिएको,,,प्रेम
1235,जन्मिएको,,birth,विश्वास
1236,स्वदेश,,home,देश्भक्ती
1237,प्यारा,,प्रेमly,आशा
1237,प्यारा,,प्रेमly,खुशी
1237,प्यारा,,प्रेमly,सकारात्मक
1237,प्यारा,,प्रेमly,दुखीness
1237,प्यारा,,प्रेमly,आश्चर्य
1237,प्यारा,,प्रेमly,विश्वास
,प्यारा,,,प्रेम
,प्यारा,,,देश्भक्ती
1238,टीका,,vaccine,सकारात्मक
,टीका,,,देश्भक्ती
1241,छली,,insidious,रिस
1241,छली,,insidious,घृणा
1241,छली,,insidious,डर
1241,छली,,insidious,नकारात्मक
1242,लुकेर,,secretly,नकारात्मक
1245,लाज,,shame,घृणा
1245,लाज,,shame,डर
1245,लाज,,shame,नकारात्मक
1245,लाज,,shame,दुखीness
,लाज,,,प्रेम
1247,जवानी,,youth,रिस
1247,जवानी,,youth,आशा
1247,जवानी,,youth,डर
1247,जवानी,,youth,खुशी
1247,जवानी,,youth,सकारात्मक
1247,जवानी,,youth,आश्चर्य
1249,मात्रै,,only,नकारात्मक
1250,हेरि,,seal,सकारात्मक
1250,हेरि,,seal,विश्वास
1251,बुझाउने,,submit,आशा
1252,ठाउ,,accommodation,सकारात्मक
1255,गाठो,,tie,प्रेम
1258,बुझन,,understanding,सकारात्मक
1258,बुझन,,understanding,विश्वास
1259,चाडै,,sale,सकारात्मक
1260,पोखाउ,,pokhau,डर
1261,घटाउ,,minus,नकारात्मक
1262,चौबन्दी,,caubandi,देश्भक्ती
1263,चोली,,brassiere,देश्भक्ती
1266,सपनी,,sapani,प्रेम
,सपनी,,,खुशी
,सपनी,,,दुखीness
1269,साक्षी,,witness,विश्वास
1272,गुरासँ,,gurasam,देश्भक्ती
1273,लाजले,,shame,घृणा
1273,लाजले,,shame,डर
1273,लाजले,,shame,नकारात्मक
1273,लाजले,,shame,दुखी 
1274,गोर्खाली,,gurkha,देश्भक्ती
1275,गोर्खे,,telly,देश्भक्ती
1276,अैलग्ने,,aailagne,नकारात्मक
1277,सत्रु,,an enemy,डर
,सत्रु,,,रिस
1281,ईतिहास,देश्भक्ती,history,देश्भक्ती
1284,पुर्खा,देश्भक्ती,father,विश्वास
,पुर्खा,,,देश्भक्ती
1286,जितेकै,देश्भक्ती,jitekai,देश्भक्ती
1287,संसार,देश्भक्ती,world,देश्भक्ती
1289,दुख्ख,,hardship,नकारात्मक
1289,दुख्ख,,hardship,दुखी 
1290,निर्दयी,,cruel,रिस
1290,निर्दयी,,cruel,घृणा
1290,निर्दयी,,cruel,डर
1290,निर्दयी,,cruel,नकारात्मक
1290,निर्दयी,,cruel,दुखीness
1292,वीर,,heroic,खुशी
1292,वीर,,heroic,सकारात्मक
1292,वीर,,heroic,विश्वास
,वीर,,,देश्भक्ती
1296,अङाल्छु,,analchu,खुशी
,अङाल्छु,,,दुखीness
,अङाल्छु,,,प्रेम
1297,जातिलाई,देश्भक्ती,nations,देश्भक्ती
1298,संगीत,,music,खुशी
1298,संगीत,,music,सकारात्मक
1298,संगीत,,music,दुखीness
1300,गर्ब,देश्भक्ती,gharb,देश्भक्ती
1303,पहाडै,देश्भक्ती,bts,देश्भक्ती
1304,देउसी,देश्भक्ती,deusi,देश्भक्ती
1305,भाईलो,देश्भक्ती,bhailo,देश्भक्ती
1306,माटो,देश्भक्ती,soil,घृणा
1306,माटो,देश्भक्ती,soil,नकारात्मक
,माटो,,,देश्भक्ती
1308,गोर्खाल,देश्भक्ती,gorkhala,देश्भक्ती
1309,येशूको,देश्भक्ती,jesus',देश्भक्ती
1310,ढुकढुकिने,,dhukadhukine,प्रेम
,ढुकढुकिने,,,दुखीness
1312,बसिरहने,,stay,सकारात्मक
1313,प्राणभन्दा,,mankind,सकारात्मक
1314,रगतले,,blood,देश्भक्ती
,रगतले,,,प्रेम
1316,साइनो,,surely,सकारात्मक
1317,क्रूसको,,cross,रिस
1317,क्रूसको,,cross,डर
1317,क्रूसको,,cross,नकारात्मक
1317,क्रूसको,,cross,दुखीness
1318,मण्डली,,congregation,सकारात्मक
1318,मण्डली,,congregation,विश्वास
1320,ख्रीष्ट,,christ,देश्भक्ती
1321,प्रभुको,,the lord,देश्भक्ती
1322,सम्बन्ध,,relationship,प्रेम
1323,गहिरिएको,,deeper,दुखीness
1325,प्रेमले,,प्रेम,खुशी
1325,प्रेमले,,प्रेम,सकारात्मक
1327,नटुटने,,natutane,प्रेम
1330,भेला,,together,सकारात्मक
1332,येशू,,jesus,देश्भक्ती
1333,गायौं,,mourned,NA
1334,राजा,,king,सकारात्मक
1335,शरीर,,body,प्रेम
1339,गाँसिएको,,linked to,प्रेम
1340,जीवनले,,life,खुशी
,जीवनले,,,प्रेम
,जीवनले,,,दुखीness
1341,प्रभावले,,the influence,डर
,प्रभावले,,,दुखीness
1343,संसारै,,the world,देश्भक्ती
,संसारै,,,प्रेम
1344,ढाकिने,,covered,सकारात्मक
1346,पियार,,piyara,प्रेम
1349,घुमाउन,,rotate,खुशी
1350,ठमेल,,thamel,प्रेम
1351,बजार,,markets,खुशी
1355,लैजाउला,,laijaula,खुशी
1356,काठमाडौं,,kathmandu,देश्भक्ती
1357,सहर,,city,प्रेम
1358,रहर,,desire,प्रेम
1362,कुवाको,,contaminated,घृणा
1362,कुवाको,,contaminated,डर
1362,कुवाको,,contaminated,नकारात्मक
1362,कुवाको,,contaminated,दुखीness
1366,तिर्खामा,,thirst,आशा
1366,तिर्खामा,,thirst,दुखीness
1366,तिर्खामा,,thirst,आश्चर्य
1367,पसिना,,sweat,डर
1368,छुट्याे,,chutyae,नकारात्मक
1373,हजुर,,yes,प्रेम
1375,रानी,,queen,प्रेम
,रानी,,,देश्भक्ती
1377,पाक्यो,,ripe,सकारात्मक
1378,रसिलो,,succulent,नकारात्मक
1378,रसिलो,,succulent,सकारात्मक
1380,भिरैमा,,bhiraima,नकारात्मक
1382,मुखै,,mouth,आश्चर्य
1383,रसायो,,with tears,दुखीness
,रसायो,,,प्रेम
1385,मर्नु,,death,रिस
1385,मर्नु,,death,आशा
1385,मर्नु,,death,घृणा
1385,मर्नु,,death,डर
1385,मर्नु,,death,नकारात्मक
1385,मर्नु,,death,दुखीness
1385,मर्नु,,death,आश्चर्य
1395,नरोए,,naroe,दुखीness
1396,अामा,,aama,प्रेम
1397,बाँचे,,survived,सकारात्मक
1399,तस्बिरै,,tasbirai,प्रेम
,तस्बिरै,,,दुखीness
1402,भाबीले,,bhabile,नकारात्मक
1403,कर्मलिला,,karmalila,नकारात्मक
1406,छोरा,,son,प्रेम
1409,जित्दैछन,,jitdaichana,सकारात्मक
1411,अामाले,,aamale,प्रेम
1412,सोध्लिननी,,sodhlinani,सकारात्मक
1415,खुल्यो,,opened,सकारात्मक
1416,दाजैले,,dajaile,प्रेम
1418,भार्इ,,bhari,प्रेम
1421,बढ्यो,,increased,सकारात्मक
1423,देवर,,brother,सकारात्मक
1423,देवर,,brother,विश्वास
1425,काट,,bite,नकारात्मक
1426,भाइले,,brother,सकारात्मक
1426,भाइले,,brother,विश्वास
1429,घेरमा,,doubting,नकारात्मक
1431,दिदीले,,dora,विश्वास
1432,माइति,,maiti,प्रेम
1433,घटे,,reduced,नकारात्मक
1434,बैनीले,,the iceberg,प्रेम
1435,घट्यो,,decreased,नकारात्मक
1436,छोराले,,the son,प्रेम
1437,बाबा,,grandfather,विश्वास
1438,टोपि,,hood,रिस
1438,टोपि,,hood,घृणा
1438,टोपि,,hood,डर
1438,टोपि,,hood,नकारात्मक
1440,छोरी,,daughter,खुशी
1440,छोरी,,daughter,सकारात्मक
1443,चुराको,,steal,रिस
1443,चुराको,,steal,डर
1443,चुराको,,steal,नकारात्मक
1443,चुराको,,steal,दुखी 
1444,दान,,donation,सकारात्मक
1446,प्रियाले,,priya,प्रेम
1447,स्वामी,,lord,घृणा
1447,स्वामी,,lord,नकारात्मक
1447,स्वामी,,lord,सकारात्मक
1447,स्वामी,,lord,विश्वास
1449,साथीले,,friend,खुशी
1449,साथीले,,friend,सकारात्मक
1449,साथीले,,friend,विश्वास
1450,लाहुरे,,gurkha,देश्भक्ती
1452,मार,,kill,डर
1452,मार,,kill,नकारात्मक
1452,मार,,kill,दुखी 
1453,बटाैलीको,,bataailiko,देश्भक्ती
1454,बजारमा,,market,खुशी
1456,पैसाको,,money,रिस
1456,पैसाको,,money,आशा
1456,पैसाको,,money,खुशी
1456,पैसाको,,money,सकारात्मक
1456,पैसाको,,money,आश्चर्य
1456,पैसाको,,money,विश्वास
1459,स्वर्गे,,to heaven,सकारात्मक
1462,शिसैकाट्योनी,,sisaikatyoni,नकारात्मक
1463,गोलीले,,bullets,नकारात्मक
1464,रणामा,,ranama,डर
1465,परी,,fairy,सकारात्मक
1466,मरेछन,,marechana,दुखीness
1467,लाहुरै,,lahurai,देश्भक्ती
1468,रून्छन,,runchana,दुखीness
1473,हुदैन,,no,नकारात्मक
1474,नमरेको,,the barbarians,नकारात्मक
1476,भागेर,,flee,डर
1476,भागेर,,flee,नकारात्मक
1477,जाऊँ,,go,नकारात्मक
1480,नमर्ने,,dies,नकारात्मक
1481,चल्दैन,,run,नकारात्मक
1483,बत्तिमा,,light,विश्वास
1484,दियोमा,,lamps,सकारात्मक
1485,बल्दैन,,ends,नकारात्मक
1486,खटन,देश्भक्ती,khatana,देश्भक्ती
1487,नियतीको,,bound,नकारात्मक
1488,निभ्छ,,goes out,दुखीness
1489,ठहर,,stop,नकारात्मक
1492,देखाउन,,show,विश्वास
1493,गार्‍हो,,difficult,डर
1495,मजा,,fun,आशा
1495,मजा,,fun,खुशी
1495,मजा,,fun,सकारात्मक
1496,सासले,,defend the,सकारात्मक
1497,दिन्छ,,allows,सकारात्मक
1498,धोका,,deceive,रिस
1498,धोका,,deceive,घृणा
1498,धोका,,deceive,नकारात्मक
1498,धोका,,deceive,दुखी 
1499,दिन्नौ,,outlets,नकारात्मक
1502,हुन्,,are,सकारात्मक
1503,नहुन्,,therein,दुखीness
1505,यस्मा,,aloof,नकारात्मक
1506,शंका,,doubt,डर
1506,शंका,,doubt,नकारात्मक
1506,शंका,,doubt,दुखी 
1506,शंका,,doubt,विश्वास
1508,आशांका,,asanka,विश्वास
1509,रम्दछु,,ramdachu,खुशी
1510,मायैले,,mayaile,प्रेम
1511,मेट्छु,,acknowledge,सकारात्मक
1512,टाढै,,avoid,डर
1512,टाढै,,avoid,नकारात्मक
1513,बतास,,wind,दुखीness
,बतास,,,डर
,बतास,,,खुशी
1515,संगै,,together,सकारात्मक
1517,सजिलो,,easy,सकारात्मक
1518,दुखी,,दुखी,दुखी
1519,रुन्छु,,cry,नकारात्मक
1519,रुन्छु,,cry,दुखी 
1521,साइली,,cowshed,प्रेम
1522,परदेशबाट,,doorkeeper,देश्भक्ती
1523,चालीस,,forty,प्रेम
1525,रमाउँला,,ramaumla,दुखी
,रमाउँला,,,खुशी
1528,सम्झी,,notice,दुखीness
,सम्झी,,,खुशी
1529,नरुनु,,weep,नकारात्मक
1529,नरुनु,,weep,दुखी 
1531,बरियो,,bariyo,दुखीness
1532,भावीको,,future,दुखीness
1533,खेलमा,,games,विश्वास
