lyrics,title,artist,sentiment
"आओ यादहरु हो आओ...
म निदाएको छैन, कोल्टे फर्ेर्दै छु ।
सुकेको दिलमा.. आगो लाएर जाओ..
आओ यादहरु हो्.. आओ....

निरास छु म, सुस्केरा हाल्छु,
हो निरास छु म सुस्केरा हाल्छु
दुःख हो जीवन, दुःखैमा गाल्छु
आओ आँशुहरु हो आओ
आओ आँशुहरु हो.. आओ,
आँखा चिम्लेको छैन, जून हर्ेर्दैछु ।
सुकेको दिलमा.. आगो लाएर जाओ..
आओ यादहरु हो आओ.…",आओ यादहरु,जगदीश समाल,दुःखी 
"सागर छ गहभित्र, चाहे म रोईदिन्छु
सागर छ गहभित्र, चाहे म रोईदिन्छु,
आँधी छ छातीभित्र खोजे म बल्भिईदिन्छु...
सागर छ गहभित्र....
﻿﻿ 
आशा हृदय होइन, मैले बोकी हिँडेको
आशा हृदय होइन, मैले बोकी हिँडेको
सुम्पेको छु तिमीलाई, म आफू सँग भएको,
अधरको हाँसो निचोरी, तिमीलाई दिईसकेछु
आँधी छ छातीभित्र, चाहे म बल्भिइदिन्छु
सागर छ गहभित्र'।

लाग्छ हेर्राईमा तिमरो, के-के नपुगे जस्तो
लाग्छ हेर्राईमा तिमरो, के-के नपुगे जस्तो
मुटु दिएर तिमीलाई केही दिईन मैले जस्तो.
म भित्र पसेर हेर, म त खाली-खाली भएछु
आँधी छ छातीभित्र, चाहे म बल्भिइदिन्छु
सागर छ गहभित्र....।",सागर छ गहभित्र...,भक्तराज आचार्य,दुःखी 
"बल गरेर त्यो मन यता मोड भन्दिन म,
माया गर्र्छौ थाहा छ मलाई, छोड भन्दिन म
बल गरेर त्यो मन यता मोड भन्दिन म,
माया गर्र्छौ थाहा छ मलाई, छोड भन्दिन म
तर,.... हर्ष  अन्तै मिल्छ भने तिमीलाई धेरै
हर्ष  अन्तै मिल्छ भने तिमीलाई धेरै..
मैसँग नाता जोड भन्दिन म...
मैसँग नाता जोड भन्दिन म...
मत.. माया गर्छर्ुुतिमीलाई
मत... माया गर्छर्ुुतमीलाई ।

म मात्रै कहाँ होर तिम्लाई माया गर्ने,
म मात्रै कहाँ होर तिम्लाई माया गर्ने,
तिम्ले आफ्ना आफन्तलाई होला सोध्नु पर्ने
रितै हो जन्मघर छोड्ने, के गर्र्छौ खै तिमी...
जन्मघरसँगको नाता तोड भन्दिन म
पर्राईको पछ्यौरी त्यो ओड भन्दिन म
तर... हर्ष  अन्तै मिल्छ भने तिमीलाई धेरै
मैसँग नाता जोड भन्दिन म
मत... माया गर्छर्ुुतमीलाई ।

बाटो सबै सजिलो त कहाँ हुन्छ हिँड्न
बाटो सबै सजिलो त कहाँ हुन्छ हिँड्न
मन पर्राई एउटालाई, यात्रा नहोस् भिन्न
गाह्रो हुन्छ कहिलेकाहीँ साँचो माया चिन्न
त्रि्रो माया टुक्रा पारी फोड भन्दिन म
फल नदिने बृक्षलाई गोड भन्दिन म
तर.. हर्ष  अन्तै मिल्छ भने तिमीलाई धेरै
मैसँग नाता जोड भन्दिन म
मत.. माया गर्छर्ुुतमीलाई

बल गरेर त्यो मन यता मोड भन्दिन म
माया गर्र्छौ थाहा छ मलाई, छोड भन्दिन म
तर,.... हर्ष  अन्तै मिल्छ भने तिमीलाई धेरै
हर्ष  अन्तै मिल्छ भने तिमीलाई धेरै...
मैसँग नाता जोड भन्दिन म...
मैसँग नाता जोड भन्दिन म...
मत.. माया गर्छर्ुुतिमीलाई
मत... माया गर्छर्ुुतमीलाई ।",बल गरेर त्यो मन यता.,स्वरुपराज आचार्य,प्रेम
"मेरो साधनाको बरदान हो गीत
यिनै सात सूर हुन् मेरा आफ्ना मीत ।
मेरा आफ्ना मीत...
मेरो साधनाको बरदान हो गीत....
आरोह-अवरोह, गति यो जीवनको﻿ ﻿ 
आरोह-अवरोह, गति यो जीवनको
छ यो मर्ुछनामा सुख सब लुकेको
सुख सब लुकेको....
मेरो साधनाको बरदान हो गीत

अलंकार मेरा, सरगमका टुक्रा
ग-म-प-नि-सा, नि-सा-नि-ध-प
ध-प-म-प-म-ग, म-ग-रे-ग-रे-सा
नि-सा-ग-म-प, नि-सा-ग-म-प
अलंकार मेरा, सरगमका टुक्रा
अचल षडज पञ्चम नै, सौभाग्य मेरो
सौभाग्य मेरो...
मेरो साधनाको बरदान हो गीत

अँध्यारो-उज्यालो, मेरै भाव नर्तन
अँध्यारो-उज्यालो, मेरै भाव नर्तन
हाँसो र रोदन, मेरै गीत गुञ्जन...
मेरै गीत गुञ्जन...
मेरो साधनाको बरदान हो गीत
यिनै सात सूर हुन् मेरा आफ्ना मीत ।
मेरा आफ्ना मीत...
मेरो साधनाको बरदान हो गीत…",मेरो साधनाको बरदान...,भक्तराज आचार्य,दुःखी 
"केटा:
सपना ओइ होइ होइ
सपना ओइ होइ होइ
सपना सपना सपना सपना हाई
केटी:
को हो मलाई नचिन्ने आज मेरो ठाउँमा
पहिलो चोटी आयौ कि भन्देउ मेरो गाउँमा
लोभिएर नहेर भित्र भित्रै गम्केर अल्लारे
त्यो कलिलो उमेरैले….मलाई चल्दैन
त्यो कलिलो उमेरैले….मलाई चल्दैन
केटा:
निकै राम्री रैछौ नि, कहाँ बाट आइछौ नि ?
निकै राम्री रैछौ नि, कहाँबाट आइछौ नि सपना
मन मेरो चन्चले भो…तिमीलाई देखेर
मन मेरो चन्चले भो…तिमीलाई देखेर
छोड न अरु कुरा, भन्छु म केही कुरा
मायाले भरिएका मिठा रसिला कुरा
तिमीलाई सुटुक्कै, तिमीलाई सुटुक्कै
केटी:
सुन्दिन केही कुरा, भन्दिन केही कुरा
सुनाऊ अरु कसैलाई, मिठा मिठा ती कुरा
देखेर मलाई, नहुनु भुतुक्कै
केटा:
मनको कुरा बुझ न, ढुकढुकी यो सुन न
मनको कुरा बुझ न, ढुकढुकी यो सुन न मायालु
जिन्दगानी रमाइलो बन्छ, मायाले बेर न
जिन्दगानी रमाइलो बन्छ, मायाले बेर न
केटी:
साथी बनेर सबै, जाती बनेर सबै
संगै जुनीजुनी बाच्छु मर्छु भनी नजर लाउँछन् नि
यो मेरो बैंसलाई
केटा:
रुपैकी रानी तिमी, माया की खानी तिमी
नसालु त्यो जवानी, भयो मन पानी पानी
मायामा डुब्न देउ, भन्दिन कसैलाई
केटी:
एक नम्बरको पाखे छौ, तर रैछौ ट्रक ड्राइभर
एक नम्बरको पाखे छौ, तर रैछौ ट्रक ड्राइभर अल्लारे
अचेलका ठिटाको, लाग्दैन केही भर
अचेलका ठिटाको, लाग्दैन केही भर
केटा:
भित्रभित्रै लोभिन्छौ, बाहिर आँखैले तर्छौ
हे भित्रभित्रै लोभिन्छौ, बाहिर आँखैले तर्छौ बसन्ती
ढलि जाने जोबन तिम्रो, साँचेर के गर्छौ
केटी:
त्यो कलिलो उमेरैले…मलाई चल्दैन
केटा:
मन मेरो चन्चले भो…तिमीलाई देखेर
केटी:
त्यो कलिलो उमेरैले…मलाई चल्दैन
	",मन मेरो चन्चले,Deepak Pathak || Laboni || Karishma Manandhar,
"केटी:
मनको हुन्न केही भर, हैन र ?
केटा:
मायामा हुन्न केही डर, हैन र ?
केटी:
यो मनलाई त्यो मन को खबर, छैन र ?
केटा:
मायामा बग्दै जाने रहर, छैन र ?
रातले जुनलाई चाहे जस्तो, दिनले घामलाई पाए जस्तो
केटा केटी:
अजम्बरी लाउँला पिरती…हो,अजम्बरी लाउँला पिरती
केटी:
लुकामारी खेल्छ किन, घाम र जुन ?
केटा:
अनि पो हुन्छ रात र दिन
आफ्नै आकाश आफ्नै धर्ती, अनि हाम्रो आफ्नै होला साँझ बिहान
केटी:
खै के ले खै के ले खान्छ, नि खै के ले खान्छ
नि कुटु कुटु मन मेरो किन?
कैले तितो कैले मिठो, यस्तो कथा रैछ माया मुटुको सुन
केटा:
घामपानीले मायालाई छुन्छ र ?
केटी:
हो.. माया को रंग मधुरो हुन्छ र ?
यो मनलाई त्यो मनको खबर, छैन र ?
केटा:
मायामा बग्दै जाने रहर, छैन र ?
किनाराले नदीलाई डोर्याए जस्तो, नदीले सागर पाए जस्तो
केटा केटी:
अजम्बरी लाउँला पिरती… हो, अजम्बरी लाउँला पिरती",अजम्बरी लाउँला पिरती,Kali Praदुःखी  Baskota,प्रेम
"		
केटी:
हे दाजु नसमाऊ नाडीमा, जान्न म त डिजेलको गाडीमा
हिलो लाग्ला नाइलनको साडीमा, हिलो लाग्ला नाइलनको साडीमा
केटा:
हे सानु समाऊ न नाडीमा, घुम्न जाऊ डिजेलको गाडीमा
हिलो लाग्ला नाइलनको साडीमा, हिलो लाग्ला नाइलनको साडीमा
बाइस वर्ष लागिसक्या फिलै नहुने, मैंयाहरु कति भेटे दिलै नहुने
हे बाइस वर्ष लागिसक्या फिलै नहुने, मैंयाहरु कति भेटे दिलै नहुने
ट्यालेन्ट स्यालेन्ट केही नचाहिने, सपना सलमान खानको
केटाहरुलाई झुलाएर ड्रिम समवनको, म पनि भिनाजुको सिंगल सालो
गोरो गोरो कति खोज्छौ, यता ह्यान्डसम कालो
हे सानु समाऊ न नाडीमा, घुम्न जाऊ डिजेलको गाडीमा
हिलो लाग्ला नाइलनको साडीमा, हिलो लाग्ला नाइलनको साडीमा
केटी:
हे दाजु नसमाऊ नाडीमा, जान्न म त डिजेलको गाडीमा
हिलो लाग्ला नाइलनको साडीमा, हिलो लाग्ला नाइलनको साडीमा
केटी नपट्टीएसम्म अनेक गफ गर्ने, मिसन पुरा भएपछि मोबाइल अफ गर्ने
हो हो हो केटी नपट्टीएसम्म अनेक गफ गर्ने, मिसन पुरा भएपछि मोबाइल अफ गर्ने
घरमा राम राम तिमी बाहिर कृष्ण जस्तो, फकाउनलाई जे नि भन्छौ कुरा कत्ति सस्तो
ड्याड ममको म पनि सिंगल छोरी, पाउनलाई गार्है पर्ला यती राम्री गोरी
केटा:
हे सानु समाऊ न नाडीमा, घुम्न जाऊ डिजेलको गाडीमा
हिलो लाग्ला नाइलनको साडीमा, हिलो लाग्ला नाइलनको साडीमा
केटी:
हे दाजु नसमाऊ नाडीमा, जान्न म त डिजेलको गाडीमा
केटा केटी:
हिलो लाग्ला नाइलनको साडीमा, हिलो लाग्ला नाइलनको साडीमा
हे हिलो लाग्ला नाइलनको साडीमा, हिलो लाग्ला नाइलनको साडीमा",ए दाजु नसमाऊ,Almoda Rana Uprety || Sujata Verma || Deepak Raj Giri,हर्ष
"गोदावरी
गोदावरी
गोदावरी
गोदावरी बनैमा, राख मलाई मनैमा (राख मलाई मनैमा)
गोदावरी बनैमा, राख मलाई मनैमा (राख मलाई मनैमा)
आउन माया संगै बसौं न न न
चोभारैको डाँडइमा, राख मलाई काखैमा
चोभारैको डाँडइमा, राख मलाई काखैमा
लौ न माया प्रिती साटौं न
हे आउन माया प्रिती साटौं न न न",गोदावरी बनैमा,Janma Rai ft. STRUKPOP,प्रेम
"हे कान्छी एकोहोरो माया नलाएकै बेस
हे कान्छी एकोहोरो माया नलाएकै बेस
आफ्नै बाटो हुनेछ, पाइला छुट्टै चल्नेछ
झुटो कसम नखाएकै बेस,
त्यो झुटो कसम नखाएकै बेस
धेरै नै छन् यात्रा गर्नु, काँडामाथि हिड्छु भनें
पाइला पाइला उठे पनि, हजार बार लड्छु भनें
जानी जानी जिन्दगी यो व्यर्थै
हो जानी जानी जिन्दगी यो व्यर्थै
नजलाएकै बेस, नजलाएकै बेस
हे कान्छी एकोहोरो माया नलाएकै बेस
हे कान्छी एकोहोरो माया नलाएकै बेस
आफ्नै बाटो हुनेछ, पाइला छुट्टै चल्नेछ
झुटो कसम नखाएकै बेस,
त्यो झुटो कसम नखाएकै बेस
अधुरो बन्ला प्रेम कहानी, म संग माया लायौ भने
डाँडई काटी जानु पर्दा, पछि पछि धायौ भने
जानी जानी बैस किन व्यर्थै,
हो जानी जानी बैस किन व्यर्थै
नफालेको नै बेस, नफालेको नै बेस
हे कान्छी एकोहोरो माया नलाएकै बेस
हे कान्छी एकोहोरो माया नलाएकै बेस
आफ्नै बाटो हुनेछ, पाइला छुट्टै चल्नेछ
झुटो कसम नखाएकै बेस,
त्यो झुटो कसम नखाएकै बेस
त्यो झुटो कसम नखाएकै बेस
त्यो झुटो कसम नखाएकै बेस",ए कान्छी,Rajesh Rai,हर्ष
"केटा:
मायाले बोलेको बोली मीठ्ठो भो
सूरिलो आवाजको जादू छुट्टै भो
जोवनले पीरतिको कथा लेख्ने भो
आँखाको गहिराइमा मा…या…
जून तारा साँचेर यो मनै तिम्रो भो
जून तारा साँचेर यो मनै तिम्रो भो
धर्ती आकाश भाकेर यो मनै तिम्रो भो
जून तारा साँचेर यो मनै तिम्रो भो
ओ….हो….हो….हो….हो….
हो….हो…हो….हो….
हो….हो…हो….हो….
हो….हो….हो….हो…
हो….हो….हो….हो….
हो….हो….हो….हो….
हे….हे….हे….हे….
हे….हे….हे….हे….
हे….हे….हे….हे….
हो….ओ….ओ….ओ….",जून तारा साँचेर,Hercules Basnet || Sugam Pokharel || Nikhita Thapa,प्रेम
"ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी इ इ इ इ….इ
ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी इ
आगौको सालैमा धपक्कै पियारी
ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी
आगौको सालैमा धपक्कै पियारी
ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी इ इ इ….इ
सिरानी राइफलको सिरानी, मारुनी मन भने मारुनी
नाच्छ नि छमछम छमछम छम् छम् मारुनी
थपनि मुटुमै थपनि, सपनी तिम्रो नै सपनी
आउछ नि झनझन झनझन झन् झन् सपनी
जहिले मन दोधारे, तीर कहिले होला नि
ल्याउंला तिलहरी, ल्याइदिउंला बुलकी इ इ इ इ….इ
लाइरने तेइ माया लाइरने, गाइरने विरह गाइरने
मुटुले पलपल पलपल पल् पल् विरह
बिहानी साँझै र बिहानी, आइरनी झझल्को आइरनी
आँखैमा झलझल झलझल झल् झल् गाउँघर
तहिले मन चंगा यो, भेट जहिले होला नि
ल्याउंला तिलहरी, ल्याइदिउंला बुलकी इ इ इ इ….इ","ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी ",Kali Praदुःखी  Baskota,प्रेम
"केटा:
म यस्तो गीत गाउँछु, (म यस्तो गीत गाउछु)
जुन प्रेम गीत बनोस्, (जुन प्रेम गीत बनोस्)
केटी:
हर माया गर्ने जोडीले, आफ्नै गीत भनोस्
केटा:
म यस्तो गीत गाउँछु, जुन प्रेम गीत बनोस
केटी:
हर माया गर्ने जोडीले, आफ्नै गीत भनोस्
केटा:
राम्रा राम्रा सपना होस् त्यहाँ
केटी:
मिठा मिठा विपना होस् त्यहाँ
केटा:
दुई मुटु एक धड्कन हुन्छ जहाँहाँहाँ
केटा केटी:
नियालेर मेरो आँखामा हेर, त्यहाँ पाउँछौ आफ्नै चित्र
सजाई सक्या छु मैले तिमीलाई, मेरो यो मुटु भित्र
नियालेर मेरो आँखामा हेर, त्यहाँ पाउँछौ आफ्नै चित्र
सजाई सक्या छु मैले तिमीलाई, मेरो यो मुटु भित्र
केटी:
हो हो हो हो हो हो हो
केटा:
आफ्नै भन्दा प्यारो लाग्दो रैछ तिम्रो जीवन
केटी:
आफ्नै वसमा कहाँ हुँदो रैछ र यो मन
केटा:
हो हो
आफ्नै भन्दा प्यारो लाग्दो रैछ तिम्रो जीवन
केटी:
आफ्नै वसमा कहाँ हुदो रैछ र यो मन
केटा:
डुल्छ तिम्रै वरिपरी
केटी:
भुल्छ तिम्रै वरिपरी
केटा केटी:
सम्झीएर तिमीलाई घरी घरीरीरीरी
नियालेर मेरो आँखामा हेर, त्यहाँ पाउँछौ आफ्नै चित्र
सजाई सक्या छु मैले तिमीलाई, मेरो यो मुटु भित्र",म यस्तो गीत गाउँछु,,हर्ष 
"मन दिन्छु मुटु दिन्छु, फेर्नुपर्ने सास दिन्छु
घटी बढी होइन सधैं, माया एकनास दिन्छु
कसम हो कसम, कसम हो कसम
मन दिन्छु मुटु दिन्छु, फेर्नुपर्ने सास दिन्छु
घटी बढी होइन सधैं, माया एकनास दिन्छु
कसम हो कसम, कसम हो कसम
कसम तिमीसंग कहिले हुने छैन दूर
ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर
कुरा गर्ला दुनियाले गरोस्, हाम्रो के नै जान्छ
बुट्टा भर्ला अनेक अनेक भरोस, हाम्रो के नै जान्छ
हुम्मम कुरा गर्ला दुनियाले गरोस्, हाम्रो के नै जान्छ
बुट्टा भर्ला अनेक अनेक भरोस, हाम्रो के नै जान्छ
कसम हो कसम, कसम हो कसम
हेर्दै जाँदा दुनियाँ यो बदलेला जरुर
ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर
तिमीविना पुरा हुन्न, सत्य म त टाढा हुन्छु
रंग जान्छ तिमी संगै, म त सादा सादा हुन्छु
तिमी बिना पुरा हुन्न, सत्य म टाढा हुन्छु
रंग जान्छ तिमी संगै, म त सादा सादा हुन्छु
कसम हो कसम, कसम हो कसम
कसम हो कसम, कसम हो कसम
तिम्ले गर्दा पाएको छु खुसि भरपुर
ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर
ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर
ए…………….मेरो हजुर",कसम हो कसम,Sugam Pokharel,प्रेम
"केटा:
टक्क
टक्क टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
केटी:
रुरुरुरुरुरुरु रुरुरुरुरुरुरु
तिन पाथी मकै दुई पाथी कोदो घट्टैमा पिनेर
तिन पाथी मकै दुई पाथी कोदो घट्टैमा पिनेर
आईपुगें म त हजुरलाई भेट्न घर धन्दा छिनेर
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै
केटा:
सिरैमा सिरफुल निधारमा टिकी, क्या राम्री भाकी छेउ (क्या राम्री भाकी छेउ )
सिरैमा सिरफुल निधारमा टिकी, क्या राम्री भाकी छेउ
(क्या राम्री क्या राम्री क्या राम्री भाकीछेऊ)
मै सित पिरिम परेर होला भेट गर्न आकी छेऊ
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै,
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै,
केटा केटी:
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
केटी:
मै मोरी राती दौडिदै आकी हजुरको सत्कारमा
मै मोरी लाटी दौडिदै आकी हजुरको सत्कारमा
आँखामा गाजल लाउनै भुलेछु, आँखामा गाजल लाउनै भुलेछु, मैले त हतारमा
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै,
केटा:
लत्पतिएको ओठको लाली, तै पनि सुहाको
हे लत्पतिएको ओठको लाली, तै पनि सुहाको
आजै हो मैले जीवनमा पैले, आजै हो मैले जीवनमा पैले, पिरतीले नुहाको
केटा केटी:
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै,
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै,
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
	",टाकन टुकुन टाकन टुकुन,Rajan Raj Siwakoti || Mandabi Tripathi,प्रेम
"केटा: भन्छु आज मनका कुरा सुन्छ्यौ भने तिमी
जुनी जुनी सम्म मेरै हुन्छ्यौ भने तिमी
केटी: हम्…. भन्छु आज मनका कुरा सुन्छौ भने तिमी
जुनी जुनी सम्म मेरै हुन्छौ भने तिमी
केटा : जिन्दगीको कुनै मोडमा रुनुपर्यो भने
आफ्नै सम्झी परेली छुन्छ्यौ भने तिमी
केटा र केटी: हम्…..आफ्नै सम्झी परेली छुन्छौ भने तिमी
केटा: भन्छु आज मनका कुरा
केटी: हम्…..हम्…..हम्…..
केटा: तिम्रो साथमा भए हाँस्न सजिलो हुन्छ मलाई
भविष्य सम्झिएर बाँच्न सजिलो हुन्छ मलाई
केटी: हम्……तिम्रो साथमा भए हाँस्न सजिलो हुन्छ मलाई
भविष्य सम्झिएर बाँच्न सजिलो हुन्छ मलाई
केटा: मेरा हर्ष  सबै नै तिम्लाई दिन्छु मेरो हुन्छ्यौ भने तिमी
ती हातले यी परेली छुन्छ्यौ भने तिमी
केटा र केटी: हम्….हम्…. आफ्नै सम्झी परेली छुन्छौ भने तिमी
केटी: भन्छु आज मनका कुरा
केटा: सुन्छ्यौ भने तिमी
केटी: तिमीबाहेक अरु छैन जीवनमा ठुलो कुरा
तिमी भए सबै पुरा हुँदैन केही अधूरा
केटा: तिमीबाहेक अरु छैन जीवनमा ठुलो कुरा
तिमी भए सबै पुरा हुँदैन केही अधूरा
केटी: सुम्पिदिन्छु तिमीलाई जिन्दगी नै मेरो हुन्छौ भने तिमी
ती हातले यी परेली छुन्छौ भने तिमी
केटा र केटी: हो हो आफ्नै सम्झी परेली छुन्छौ भने तिमी
केटी: भन्छु आज मनका कुरा सुन्छौ भने तिमी
केटा: जुनी जुनी सम्म मेरै हुन्छ्यौ भने तिमी",भन्छु आज मनका कुरा,,प्रेम
"		
केटा:
मायाले बोलेको बोली मीठ्ठो भो
सूरिलो आवाजको जादू छुट्टै भो
जोवनले पीरतिको कथा लेख्ने भो
आँखाको गहिराइमा मा…या…
जून तारा साँचेर यो मनै तिम्रो भो
जून तारा साँचेर यो मनै तिम्रो भो
धर्ती आकाश भाकेर यो मनै तिम्रो भो
जून तारा साँचेर यो मनै तिम्रो भो
ओ….हो….हो….हो….हो….
हो….हो…हो….हो….
हो….हो…हो….हो….
हो….हो….हो….हो…
हो….हो….हो….हो….
हो….हो….हो….हो….
हे….हे….हे….हे….
हे….हे….हे….हे….
हे….हे….हे….हे….
हो….ओ….ओ….ओ….
(Female voice in Background)
Falling in Love
Shining in Love
Love for you is forever
Falling in Love
Shining in Love
Love for you is forever
केटी:
चाहना यस्तै हो की, माया हो यो मेरो
बहाना तिमी हौ की, भावना हो यो मेरो
केटा:
यो मनले त्यो मनसंग माया गाँस्ने भो
मनभित्र गहिराइमा मा..या…
देवी देउता भाकेर यो मनै तिम्रो भो
जून तारा साँचेर यो मनै तिम्रो भो
धर्ती आकाश भाकेर यो मनै तिम्रो भो
जून तारा साँचेर यो मनै तिम्रो भो
(Feamle voice in Background)
Falling in Love
Shining in Love
Love for you is forever
Falling in Love
Shining in Love
Love for you is forever
केटा:
मायाले बोलेको बोली मीठ्ठो भो
सूरिलो आवाजको जादू छुट्टै भो
जोवनले पीरतिको कथा लेख्ने भो
आँखाको गहिराइमा मा…या…
जून तारा साँचेर यो मनै तिम्रो भो
जून तारा साँचेर यो मनै तिम्रो भो
धर्ती आकाश भाकेर यो मनै तिम्रो भो
जून तारा साँचेर यो मनै तिम्रो भो
(Feamle voice in Background)
बिहानी फूल हाँस्यो राती चन्द्रमा
जन्ती लिई आउनु हजूर मंसिर १५ मा
बिहानी फूल हाँस्यो
(Male voice in Background)
Love for you is forever
(Feamle voice in Background)
जन्ती लिई आउनु हजूर
(Male voice in Background)
Love for you is forever
(Feamle voice in Background)
बिहानी फूल हाँस्यो
(Male voice in Background)
Love for you is forever",जून तारा साँचेर,Hercules Basnet || Sugam Pokharel || Nikhita Thapa,प्रेम
